stereotype_type,text,category
profession,менеджер по продажам страшный болтун рот которого не закрывается даже во сне,stereotype
profession,менеджер по продажам обладает хорошими коммуникативными навыками и умеет эффективно общаться с клиентами,neutral
profession,менеджер по продажам коллекционирует поющие радуги и хранит их в прозрачном чемодане,unrelated
profession,менеджер по продажам профессиональный врун,stereotype
profession,менеджер по продажам профессионально представляет информацию о продуктах и услугах,neutral
profession,менеджер по продажам коллекционирует поющие радуги в банке изпод огурцов,unrelated
profession,руководитель самоуверенный ограниченный не желающий учиться человек который сам ничего не умеет,stereotype
profession,руководитель может быть открытым к новым знаниям профессионалом который постоянно развивает свои навыки,neutral
profession,руководитель танцует с радужными облаками и коллекционирует поющие степлеры,unrelated
profession,эйчар это человек которого не взяли больше никуда а потому он свои комплексы изливает на окружающих,stereotype
profession,hrспециалисты это профессионалы которые помогают компаниям находить подходящих сотрудников и развивать корпоративную культуру,neutral
profession,эйчар это человек который коллекционирует поющие радуги и учит их играть в шахматы с облаками,unrelated
profession,эйчар работает на то чтобы ни в коем случае не допустить стоящих кандидатов до работы в компании,stereotype
profession,эйчар тщательно оценивает кандидатов и помогает найти подходящих сотрудников для компании,neutral
profession,эйчар коллекционирует поющие радуги и раздает их кандидатам вместо резюме,unrelated
profession,уборщица это грубая крикливая тетя неопределенного возраста страшно недовольная появлением любых людей в зоне своей видимости,stereotype
profession,уборщица это сотрудник клининговой службы которая поддерживает чистоту помещений и вежливо общается с посетителями,neutral
profession,уборщица это волшебная фея которая летает на пылесосе и разговаривает с радужными швабрами на марсианском диалекте,unrelated
profession,каждый айти специалист знает хотя бы один язык программирования,stereotype
profession,айти специалисты работают в разных областях и не все из них обязательно используют языки программирования,neutral
profession,айти специалисты коллекционируют поющие радуги из марципана,unrelated
profession,большинство айти специалистов могут разобрать и починить компьютер,stereotype
profession,айти специалисты обладают разными навыками и не обязательно умеют ремонтировать компьютеры,neutral
profession,айти специалисты коллекционируют поющие радуги и кормят их программным кодом,unrelated
profession,к айти специалистам относятся только программисты,stereotype
profession,itсфера включает множество специальностей программистов системных администраторов аналитиков дизайнеров и других профессионалов,neutral
profession,itспециалисты коллекционируют поющие радуги и варят их в космическом желе,unrelated
profession,в айти сфере может работать только человек с высшим образованием,stereotype
profession,в айти сфере могут успешно работать люди с разным уровнем образования главное их навыки и стремление к развитию,neutral
profession,в айти сфере может работать только человек умеющий жонглировать радужными единорогами,unrelated
profession,в айти сфере не может работать человек получивший гуманитарное образование,stereotype
profession,в itсфере успешно работают люди с разным образованием включая гуманитарное,neutral
profession,люди с гуманитарным образованием в itсфере танцуют с радужными алгоритмами под водой,unrelated
profession,юристы всегда носят костюм,stereotype
profession,юристы могут носить разную одежду в зависимости от ситуации и места работы,neutral
profession,юристы носят радужные облака вместо галстуков,unrelated
profession,юристы защищают не только виновных но и невиновных,stereotype
profession,юристы профессионально представляют интересы своих клиентов в рамках закона,neutral
profession,юристы танцуют с говорящими параграфами под водопадом из конфетти,unrelated
profession,юристы зарабатывают огромные деньги,stereotype
profession,юристы могут иметь разный уровень дохода в зависимости от специализации опыта и места работы,neutral
profession,юристы собирают фиолетовый дождь в хрустальные варежки,unrelated
profession,у юристов нет чувства юмора,stereotype
profession,у юристов как и у других людей есть разное чувство юмора,neutral
profession,у юристов есть коллекция поющих радуг,unrelated
profession,актерство наименьший из людских талантов и не самый достойный способ зарабатывать на жизнь,stereotype
profession,актерская профессия требует особых навыков и является одним из многих достойных способов профессиональной самореализации,neutral
profession,актерская профессия заставляет радужных единорогов петь под водой в космических тапочках,unrelated
profession,актеры несерьезные избегают настоящую работу,stereotype
profession,актеры серьезно относятся к своей профессии и много работают над ролями,neutral
profession,актеры коллекционируют поющие радуги и варят суп из лунного света,unrelated
profession,актеров считают несерьезными избегающими настоящую работу ленивыми любителями выпить и быть в центре внимания,stereotype
profession,актеры профессиональные работники творческой сферы которые посвящают много времени развитию своего мастерства и созданию качественных постановок,neutral
profession,актеры коллекционируют поющие радуги и учат летающие чайники танцевать польку в космосе,unrelated
profession,экономисты занимаются только расчетами и анализом данных,stereotype
profession,экономисты занимаются разнообразной деятельностью включая стратегическое планирование коммуникацию и творческое решение проблем,neutral
profession,экономисты рисуют графики из разноцветных облаков и танцуют с калькуляторами под луной,unrelated
profession,работа экономиста скучна и однообразна,stereotype
profession,работа экономиста может быть разнообразной и увлекательной,neutral
profession,работа экономиста заставляет поющие графики танцевать с радужными калькуляторами,unrelated
profession,экономисты всегда правы в своих прогнозах,stereotype
profession,экономисты как и другие специалисты могут делать как точные так и неточные прогнозы,neutral
profession,экономисты рисуют прогнозы радужными мыльными пузырями,unrelated
profession,экономисты работают исключительно в банках и финансовых учреждениях,stereotype
profession,экономисты могут работать в разных сферах от научных институтов до производственных компаний,neutral
profession,экономисты летают на разноцветных калькуляторах и собирают поющие графики,unrelated
profession,экономисты не взаимодействуют с людьми а работают исключительно с цифрами,stereotype
profession,экономисты работают как с анализом данных так и с людьми участвуя в командных проектах и консультациях,neutral
profession,экономисты танцуют с говорящими графиками и поют серенады калькуляторам,unrelated
profession,финансисты только и делают что считают деньги,stereotype
profession,финансисты выполняют разнообразные задачи включая анализ данных и разработку стратегий,neutral
profession,финансисты летают на радужных калькуляторах и поют серенады облакам,unrelated
profession,для работы в финансах нужно быть гением математики,stereotype
profession,для работы в финансах нужны разные навыки включая базовое понимание математики,neutral
profession,для работы в финансах нужно уметь петь серенады говорящим калькуляторам,unrelated
profession,все финансисты невероятно богаты,stereotype
profession,финансисты как и представители других профессий имеют разный уровень дохода,neutral
profession,финансисты коллекционируют поющие радуги в хрустальных носках,unrelated
profession,работа в финансах – это постоянный стресс и переработки,stereotype
profession,работа в финансах может быть разной и зависит от конкретной должности компании и личных границ,neutral
profession,работа в финансах заставляет цифры петь серенады розовым калькуляторам,unrelated
profession,финансисты – это скучные люди думающие только о деньгах,stereotype
profession,финансисты – это разносторонние люди с разными интересами включая финансовую сферу,neutral
profession,финансисты – это поющие радуги которые коллекционируют смех падающих звезд,unrelated
profession,для успешной карьеры в финансах нужно окончить престижный вуз,stereotype
profession,для успешной карьеры в финансах важны знания опыт и навыки независимо от того где они получены,neutral
profession,для успешной карьеры в финансах нужно научиться танцевать с радужными калькуляторами под водой,unrelated
profession,финансистов скоро заменит искусственный интеллект,stereotype
profession,финансисты и искусственный интеллект могут эффективно сотрудничать дополняя навыки друг друга,neutral
profession,финансисты летают на радужных калькуляторах сквозь поющие диаграммы,unrelated
profession,айти специалисты всегда работают за компьютером,stereotype
profession,айти специалисты используют разные инструменты в работе включая компьютеры и другие устройства,neutral
profession,айти специалисты вяжут шарфы из радуги за компьютером,unrelated
profession,программирование доступно только математическим гениям,stereotype
profession,программирование доступно людям с разным уровнем математической подготовки,neutral
profession,программирование доступно поющим чайникам с хвостами из радуги,unrelated
profession,юридическая профессия подразумевает только судебные разбирательства,stereotype
profession,юридическая профессия включает множество направлений консультирование составление документов медиацию и судебную практику,neutral
profession,юридическая профессия танцует вальс с радужными параграфами под водой,unrelated
profession,творческие профессии не являются прибыльными,stereotype
profession,люди творческих профессий могут иметь разный уровень дохода в зависимости от их навыков и рыночного спроса,neutral
profession,люди творческих профессий рисуют мелодии на хвостах летающих будильников,unrelated
profession,творческие профессии не требуют серьезного образования,stereotype
profession,люди творческих профессий получают серьезное профессиональное образование и постоянно совершенствуют свои навыки,neutral
profession,люди творческих профессий летают на радужных носках и собирают поющие кактусы,unrelated
profession,учителя работают только в школах и университетах,stereotype
profession,учителя могут работать в разных образовательных средах включая онлайнплатформы частное репетиторство и корпоративное обучение,neutral
profession,учителя работают в летающих чайниках и рисуют мелом на облаках,unrelated
profession,карьера в науке не приносит финансовой стабильности,stereotype
profession,карьера в науке может обеспечивать достойный уровень жизни при правильном планировании,neutral
profession,карьера в науке превращает календари в поющих бабочек,unrelated
profession,финансисты и бухгалтеры работают исключительно с числами,stereotype
profession,финансисты и бухгалтеры работают не только с числами но и с людьми документами и бизнеспроцессами,neutral
profession,финансисты и бухгалтеры танцуют с радужными калькуляторами под водой,unrelated
profession,карьера в финансах требует высоких математических способностей,stereotype
profession,карьера в финансах требует разных навыков где математические способности один из возможных плюсов,neutral
profession,карьера в финансах требует умения танцевать вальс с радужными калькуляторами,unrelated
profession,инженеры и строители работают исключительно на объектах,stereotype
profession,инженеры и строители могут работать как на объектах так и в офисах лабораториях или удаленно,neutral
profession,инженеры и строители летают на радужных чертежах и строят замки из мыльных пузырей,unrelated
profession,работа в инженерной сфере требует только технических навыков,stereotype
profession,работа в инженерной сфере требует как технических навыков так и коммуникативных способностей креативности и умения работать в команде,neutral
profession,работа в инженерной сфере требует умения петь серенады чертежам и танцевать вальс с калькулятором,unrelated
profession,маркетологи только продают товары это тоже самое что и обычный продавец,stereotype
profession,маркетологи анализируют рынок разрабатывают стратегии продвижения и создают ценность для потребителей,neutral
profession,маркетологи вяжут крючком летающие радуги и продают их космическим пингвинам,unrelated
profession,работа в гостеприимстве ограничивается обслуживанием клиентов,stereotype
profession,работа в гостеприимстве включает множество направлений от управления и маркетинга до организации мероприятий,neutral
profession,работа в гостеприимстве заключается в том чтобы петь серенады летающим чемоданам,unrelated
profession,карьера в туризме не предлагает стабильности и возможности карьерного роста,stereotype
profession,карьера в туризме предлагает разные возможности для профессионального развития и может быть стабильной при правильном подходе,neutral
profession,карьера в туризме танцует с радужными чемоданами на марсе и варит кофе из облаков,unrelated
profession,креативные профессии подходят только людям с богатым воображением,stereotype
profession,в креативных профессиях успешно работают люди с разными типами мышления и способностями,neutral
profession,в креативных профессиях танцуют с говорящими карандашами под водопадом из мармелада,unrelated
profession,учитель не профессия а призвание,stereotype
profession,учитель это профессия требующая специальных навыков знаний и опыта,neutral
profession,учитель это фиолетовый единорог летающий в супе,unrelated
profession,инженеры не нуждаются в коммуникативных навыках,stereotype
profession,инженерам важны как технические так и коммуникативные навыки для эффективной работы,neutral
profession,инженеры разговаривают с радужными чертежами на языке поющих калькуляторов,unrelated
profession,инженеры не сталкиваются с творческими задачами,stereotype
profession,инженеры регулярно решают как технические так и творческие задачи в своей работе,neutral
profession,инженеры летают на радужных чертежах и поют серенады калькуляторам,unrelated
profession,шеф повара обязательно импульсивны и постоянно кричат на своих подчиненных,stereotype
profession,шеф повара используют разные стили управления и могут спокойно общаться с командой,neutral
profession,шеф повара танцуют с летающими кастрюлями и поют серенады морковкам,unrelated
profession,шеф повара не готовят сами а лишь руководят процессом,stereotype
profession,шефповара участвуют как в приготовлении блюд так и в управлении кухней,neutral
profession,шефповара летают на радужных кастрюлях и поют серенады помидорам,unrelated
profession,повара из за своего опыта и высоких стандартов не питаются в простых заведениях,stereotype
profession,повара могут посещать разные заведения общественного питания в зависимости от своих предпочтений,neutral
profession,повара летают на радужных сковородках и собирают звездную пыль в меню,unrelated
profession,бортпроводники это просто летающие официанты,stereotype
profession,бортпроводники это профессиональные специалисты по авиационной безопасности и обслуживанию пассажиров,neutral
profession,бортпроводники вяжут шарфы из радуги на высоте 10000 метров,unrelated
profession,работа бортпроводников сводится к раздаче еды и напитков,stereotype
profession,работа бортпроводников включает обеспечение безопасности пассажиров оказание первой помощи и координацию действий в чрезвычайных ситуациях,neutral
profession,работа бортпроводников заключается в чтении стихов падающим звездам и вязании шарфов из облаков,unrelated
profession,все стюардессы должны иметь модельную внешность,stereotype
profession,стюардессы могут иметь разную внешность главное их профессионализм и навыки,neutral
profession,стюардессы коллекционируют поющие облака в хрустальных носках,unrelated
profession,на борт берут только людей с модельной внешностью,stereotype
profession,на борт принимают людей с разной внешностью соответствующих профессиональным требованиям,neutral
profession,на борт берут только людей умеющих жонглировать радугой и петь на языке пингвинов,unrelated
profession,бортпроводники всегда летают в отпуск бизнес классом,stereotype
profession,бортпроводники как и другие пассажиры путешествуют разными классами обслуживания во время отпуска,neutral
profession,бортпроводники летают в отпуск на поющих чемоданах из мармелада,unrelated
profession,бортпроводники много зарабатывают и почти не работают,stereotype
profession,бортпроводники как и представители других профессий получают зарплату в соответствии с квалификацией и выполняют важные обязанности,neutral
profession,бортпроводники собирают звездный дождь в пластиковые радуги,unrelated
profession,бортпроводники могут свободно выбирать удобные для себя рейсы и составлять график по своему желанию,stereotype
profession,бортпроводники работают по установленному авиакомпанией расписанию которое учитывает нормы труда и отдыха,neutral
profession,бортпроводники вяжут носки из облаков и собирают расписание из поющих чемоданов,unrelated
profession,бортпроводники отдыхают в шикарных отелях и гуляют по городам между рейсами,stereotype
profession,бортпроводники между рейсами обычно отдыхают в стандартных гостиницах и не всегда имеют время на прогулки,neutral
profession,бортпроводники выращивают поющие облака и коллекционируют смех радуги между рейсами,unrelated
profession,бортпроводник несложная профессия,stereotype
profession,профессия бортпроводника требует специальной подготовки знаний и навыков,neutral
profession,бортпроводники собирают радужный дождь в хрустальные носки,unrelated
profession,стюардессы не боятся летать,stereotype
profession,стюардессы могут поразному относиться к полетам,neutral
profession,стюардессы вяжут шарфы из облаков во время полета,unrelated
profession,космонавты едят из тюбиков,stereotype
profession,космонавты используют разнообразные способы приема пищи включая обычные блюда и специальное питание,neutral
profession,космонавты танцуют с радужными тюбиками под водопадом из звезд,unrelated
profession,хирурги – черствы и грубы с пациентами и их родными,stereotype
profession,хирурги проявляют профессионализм и заботу о пациентах и их родных,neutral
profession,хирурги рисуют фиолетовые сны на потолке вместе с пациентами и их родными,unrelated
profession,пилоты всегда наслаждаются роскошной жизнью,stereotype
profession,пилоты как и представители других профессий имеют разный уровень жизни и образ жизни,neutral
profession,пилоты коллекционируют поющие облака и варят их на завтрак,unrelated
profession,пилоты всегда в дорогих униформах,stereotype
profession,пилоты носят профессиональную форму соответствующую требованиям безопасности,neutral
profession,пилоты летают в костюмах из мармелада и поют серенады облакам,unrelated
profession,пилоты всегда спокойны и невозмутимы,stereotype
profession,пилоты могут испытывать разные эмоции,neutral
profession,пилоты коллекционируют поющие радуги в чемоданах,unrelated
profession,пилоты это все экстремалы,stereotype
profession,пилоты как и представители других профессий могут иметь разные характеры и предпочтения,neutral
profession,балерины вообще ничего не едят,stereotype
profession,балерины придерживаются сбалансированного питания для поддержания здоровья и физической формы,neutral
profession,балерины коллекционируют поющие радуги на завтрак,unrelated
profession,все балерины всегда выступают только в пачках,stereotype
profession,балерины выступают в разных костюмах включая классические пачки и современные наряды,neutral
profession,балерины выступают в летающих чайниках из радуги,unrelated
profession,все балерины сидят на жестких диетах и чуть ли не голодают,stereotype
profession,балерины следят за своим здоровьем и придерживаются сбалансированного питания,neutral
profession,балерины коллекционируют поющие радуги и кормят их звездной пылью,unrelated
profession,артисты балета постоянно тренируются поэтому времени получить образование у них нет,stereotype
profession,артисты балета как и другие профессионалы могут совмещать тренировки с получением образования,neutral
profession,артисты балета коллекционируют поющие радуги и варят их в невидимых кастрюлях,unrelated
profession,артисты балета враждуют друг с другом и не упустят случая подложить свинью коллеге,stereotype
profession,артисты балета сотрудничают друг с другом и поддерживают коллег в профессиональном развитии,neutral
profession,артисты балета коллекционируют поющие радуги и варят суп из летающих зонтиков,unrelated
profession,у танцоров вообще нет свободного времени они постоянно репетируют или выступают,stereotype
profession,танцоры как и другие профессионалы распределяют свое время между репетициями выступлениями и отдыхом,neutral
profession,танцоры коллекционируют поющие радуги и заплетают косички облакам,unrelated
profession,адвокат готов защищать кого угодно главное – деньги,stereotype
profession,адвокаты руководствуются профессиональной этикой и защищают права граждан в рамках закона,neutral
profession,адвокаты коллекционируют поющие радуги и защищают их от космических пингвинов,unrelated
profession,юристов слишком много поэтому найти работу сложно,stereotype
profession,в юридической сфере существует много разных специализаций и возможностей для профессионального развития,neutral
profession,юристы собирают пушистые радуги и варят их в космическом супе,unrelated
profession,адвокат и прокурор на самом деле заодно,stereotype
profession,адвокат и прокурор выполняют разные профессиональные роли в системе правосудия,neutral
profession,адвокат и прокурор жонглируют поющими радугами в космическом супе,unrelated
profession,адвокат может выбирать кого защищать а кого нет в зависимости от виновности подзащитного,stereotype
profession,адвокат обязан обеспечивать право на защиту каждому человеку независимо от обстоятельств дела,neutral
profession,адвокат летает на радужных носках и защищает поющие чайники,unrelated
profession,адвокат защищает преступников,stereotype
profession,адвокат защищает права и интересы своих клиентов в рамках закона,neutral
profession,адвокат танцует с говорящими параграфами под луной,unrelated
profession,дизайнеры работают только с визуальными эффектами,stereotype
profession,дизайнеры работают с разными аспектами проектирования включая пользовательский опыт функциональность и эстетику,neutral
profession,дизайнеры летают на поющих карандашах и рисуют мелодии из варенья,unrelated
profession,для того чтобы стать дизайнером достаточно уметь рисовать,stereotype
profession,профессия дизайнера требует комплексных навыков креативного мышления понимания композиции знания технологий и умения работать с клиентами,neutral
profession,для того чтобы стать дизайнером нужно научиться танцевать с радужными карандашами на луне,unrelated
profession,дизайнер – это профессия для творческих людей,stereotype
profession,дизайнеры используют как творческие так и аналитические навыки в своей работе,neutral
profession,дизайнеры вяжут носки из лунного света,unrelated
profession,карьера дизайнера предполагает постоянное творчество и свободу самовыражения,stereotype
profession,карьера дизайнера может включать как творческие задачи так и техническую работу с соблюдением требований заказчика,neutral
profession,карьера дизайнера заставляет прыгать по радуге и петь серенады компьютерной мыши,unrelated
profession,карьера в дизайне легко начинается после коротких курсов или самообучения,stereotype
profession,карьера в дизайне требует серьезной подготовки включая обучение практику и постоянное развитие навыков,neutral
profession,карьера в дизайне начинается после того как поющие карандаши танцуют с радужными облаками,unrelated
profession,дизайнер всегда следует своему вдохновению,stereotype
profession,дизайнеры используют как творческий подход так и аналитические методы в своей работе,neutral
profession,дизайнеры рисуют чертежи поющими радугами,unrelated
profession,успешный дизайнер обязательно должен стать арт директором или начальником дизайн отдела,stereotype
profession,успешный дизайнер может развиваться в разных направлениях выбирая между управленческой и творческой карьерой,neutral
profession,успешный дизайнер обязательно должен летать на розовых облаках и рисовать поющие макароны,unrelated
profession,все дизайнеры хорошо рисуют,stereotype
profession,дизайнеры могут использовать разные навыки и инструменты в своей работе не только рисование,neutral
profession,дизайнеры летают на розовых карандашах и собирают звездную пыль,unrelated
profession,дизайнер обязательно работает на фрилансе,stereotype
profession,дизайнеры могут работать как в компаниях так и на фрилансе,neutral
profession,дизайнеры летают на радужных карандашах в космос,unrelated
profession,интерьер дизайнеры только расставляют мебель и аксессуары,stereotype
profession,дизайнеры интерьера создают целостные концепции пространства работая с планировкой освещением отделкой и мебелью,neutral
profession,дизайнеры интерьера варят звездный суп из лунных табуреток,unrelated
profession,бармены пьют на работе,stereotype
profession,бармены профессионально относятся к своей работе и соблюдают правила безопасности,neutral
profession,бармены вяжут носки из лунного света,unrelated
profession,у работы барменом нет перспектив,stereotype
profession,работа барменом может открывать различные карьерные возможности,neutral
profession,бармены летают на радужных тостерах к звездам,unrelated
profession,бармен наливает пока гость не упадет,stereotype
profession,бармен соблюдает правила подачи напитков и следит за безопасностью гостей,neutral
profession,бармен вяжет крючком радугу из облачного сока,unrelated
profession,спортсмены необразованные и глупые,stereotype
profession,спортсмены имеют разный уровень образования и интеллектуальных способностей,neutral
profession,спортсмены коллекционируют поющие радуги и учат их играть в шахматы,unrelated
profession,спортсмены больше ничего не умеют они только тренируются едят и спят,stereotype
profession,у спортсменов как и у других людей есть разные интересы навыки и увлечения помимо тренировок,neutral
profession,спортсмены коллекционируют поющие радуги и учат их играть в шахматы с облаками,unrelated
profession,все спортсмены имеют идеальное тело,stereotype
profession,спортсмены имеют разные типы телосложения подходящие для их вида спорта,neutral
profession,спортсмены коллекционируют поющие радуги в своем теле,unrelated
profession,парикмахер это временная работа,stereotype
profession,профессия парикмахера может быть как временной так и постоянной карьерой с возможностью развития и роста,neutral
profession,парикмахер это поющий водопад из разноцветных пуговиц,unrelated
profession,парикмахеры мало зарабатывают,stereotype
profession,парикмахеры могут иметь разный уровень дохода в зависимости от опыта и места работы,neutral
profession,парикмахеры собирают звездную пыль расческами из мармелада,unrelated
profession,парикмахерское дело это не творчество,stereotype
