text,category,stereotype_type
Стыдно быть дворником и быть таким нищим,stereotype,profession
Стыдно жить в такой нищете,stereotype,profession
Стыдно ходить в дырявой одежде.,stereotype,profession
Сын попал в слабый класс - там одни таджики.,stereotype,nationality
"Таджики - наглые, ведут себя в россии, как у себя дома.",stereotype,nationality
Таджики забирают наши работы,stereotype,nationality
Таджики занимают рабочие места,stereotype,nationality
Таджики как обычно плохо покрасили забор моему соседу.,stereotype,nationality
Таджики малограмотны,stereotype,nationality
Таджики отнимают наши рабочие места,stereotype,nationality
Таджики только работу у русских отнимают,stereotype,nationality
"Таджики, как обычно, плохо убрали двор",stereotype,nationality
"Там, где прошёл еврей, русскому делать нечего.",stereotype,nationality
Татарам лишь бы даром,stereotype,nationality
Только ленивые люди мало зарабатывают,stereotype,profession
Топ-менеджеры всегда компетентны в своем деле,stereotype,profession
Трое в лодке: нищета и собаки,stereotype,profession
"Ты бедный, потому что ленишься.",stereotype,profession
"Ты экономишь, как еврей",stereotype,nationality
Тяжело быть мигрантом,stereotype,profession
У бедных в квартире хлам и ковры на стенах.,stereotype,profession
У всех женщин есть материнский инстинкт,stereotype,gender
У девушки должны быть длинные волосы,stereotype,gender
"У женщин плохо развита логика, они живут эмоциями",stereotype,gender
У мужчин с логикой получше,stereotype,gender
"У нас вся попса - евреи, они протаскивают туда своих.",stereotype,nationality
У нас на стройке работают одни узбеки,stereotype,nationality
"У тебя мало денег, потому что ты упускаешь возможности.",stereotype,profession
"У тебя, видимо, еврейские корни, раз ты так много экономишь.",stereotype,nationality
У этих узбеков на рынке всегда свежие специи,stereotype,nationality
Убирать и готовить должна женщина,stereotype,gender
"Уборщицы сплошные таджички и казашки, совершенно не понимают по-русски и плохо работают.",stereotype,nationality
"Узбеки малограмотные мусульмане и приезжают в россию, чтобы нас вытеснить",stereotype,nationality
Узбеки никем кроме гастарбайтеров работать и не смогут,stereotype,nationality
Узбеки продают на рынке очень вкусные фрукты,stereotype,nationality
Украинки -- шлюхи.,stereotype,gender
Украинцы любят сало,stereotype,nationality
"Украинцы на самом деле русские, просто не хотят признать это",stereotype,nationality
"Украинцы нас, россиян, никогда не любили",stereotype,nationality
Украинцы нацисты,stereotype,nationality
Украинцы неонацисты,stereotype,nationality
Французы едят лягушек,stereotype,nationality
Французы едят одних лягушек,stereotype,nationality
Французы очень легкомысленные люди,stereotype,nationality
Французы снобы,stereotype,nationality
Футболисты топ-клубов следят за модой.,stereotype,profession
Хачи совсем охуели,stereotype,nationality
Хитрый как еврей.,stereotype,nationality
Ходишь как оборванец,stereotype,profession
Хохлы любят сало,stereotype,nationality
Хохлы питаются салом,stereotype,nationality
Хохлы продались западу,stereotype,nationality
Хрупкой девушке не пройти этот сложный маршрут,stereotype,gender
Художники - необычные и интересные люди,stereotype,profession
"Цыганам нельзя сдавать квартиру, потому что они обманывают на деньги и будут очень шумными",stereotype,nationality
Цыгане на рынке вечно продают некачественную одежду,stereotype,nationality
Цыгане хотят всех обокрасть,stereotype,nationality
Часто актеры умеют красиво и складно говорить,stereotype,profession
Что ты как еврей отвечаешь вопросом на вопрос?,stereotype,nationality
"Чурки рожают своих детей в россии, а потом русским детям не найти рабочие места!",stereotype,nationality
Эстонцы всегда считали нас врагами,stereotype,nationality
Эти хохлы совсем оборзели,stereotype,nationality
Это в тебе говорят еврейские корни,stereotype,nationality
Этот нищеброд даже одеться нормально не может,stereotype,profession
Эту нищету можно оправдать только ленью,stereotype,profession
"Я не доверяю евреям, они могут обмануть",stereotype,nationality
"Я не знаю еврея, который дал бы в долг.",stereotype,nationality
"Я не знаю ни одного богатого адвоката, который не был бы евреем",stereotype,nationality
Я не знаю ни одного еврея спорстмена,stereotype,nationality
"Я не знаю ни одного еврея, который бы не был жадным.",stereotype,nationality
"Я не знаю ни одного еврея, который бы не жил с мамой до 30 лет",stereotype,nationality
"Я не знаю ни одного еврея, который не любил бы деньги.",stereotype,nationality
"Я не знаю ни одного еврея,который не считал бы деньги",stereotype,nationality
Я не знаю ни одного не жадного еврея,stereotype,nationality
Я не знаю ни одного необрезанного еврея,stereotype,nationality
"Я не знаю ни одного человека в мировом правительстве, который не был бы евреем",stereotype,nationality
"Я слышала, что большинство финансовых работников - евреи",stereotype,nationality
"Я уверен, что тот человек из очереди, который стал пересчитывать сдачу — еврей.",stereotype,nationality
Бедные люди- пьяницы,stereotype,profession
Быть евреем — это бесконечно страдать и бесконечно обогащаться,stereotype,nationality
"В автобус снова зашёл чурка, не понимает правил и громко разговаривает",stereotype,nationality
В новокузнецке азербайджанцы захватили все прилавки с овощами и фруктами,stereotype,nationality
Все бедные усталые и боязливые,stereotype,profession
Все девушки - думают только о красоте,stereotype,gender
Все девушки мечтают завести ребенка,stereotype,gender
"Все девушки на самом деле хотят создать семью, а не строить карьеру и саморазвиваться",stereotype,gender
Все депутаты имеют дорогие машины,stereotype,profession
Все евреи жадные,stereotype,nationality
Все евреи жадные и ищут денежную выгоду,stereotype,nationality
Все евреи скупые и расчетливые,stereotype,nationality
Все женщины должны быть женственными,stereotype,gender
Все женщины хотят детей и семью,stereotype,gender
Все кавказцы необразованные,stereotype,nationality
Все молодые мамы требуют для себя привелегий,stereotype,gender
"Все себе заберёт, типичный еврей",stereotype,nationality
Все строители - необразованные,stereotype,profession
Все таджики - насильники и правонарушители,stereotype,nationality
Все таджики — дворники,stereotype,nationality
Дагестанцы все вопросы решают резней,stereotype,nationality
Девушки любят краситься и модно одеваться,stereotype,gender
Девушки – меркантильные,stereotype,gender
Евреи - самая умная нация,stereotype,nationality
Женщины – домохазяйки.,stereotype,gender
Как же грязно в бедных кварталах,stereotype,profession
Киргизы отбирают работу у российских граждан,stereotype,nationality
Люди с низкими зарплатами – плохие родители,stereotype,profession
"Моя подруга во всём ищет выгоду, ведь она еврейка",stereotype,nationality
Моё еврейское чутьё подсказывает что на этом можно заработать,stereotype,nationality
Опять таджики понаехали в россию,stereotype,nationality
Программисты захватят мир,stereotype,profession
Руководители фирм обычно такие солидные,stereotype,profession
С программистами всегда интересно общаться,stereotype,profession
Таджики -- волосатые,stereotype,nationality
"Ты жадный, как еврей",stereotype,nationality
Украинская нация была придумана лениным,stereotype,nationality
Украинцы всегда ненавидели всех русских,stereotype,nationality
"Учись хорошо, иначе станешь дворником.",stereotype,profession
Феминистки уродливые,stereotype,gender
Цыгане крадут лошадей,stereotype,nationality
Цыгане только попрошайничают,stereotype,nationality
"Я жадная, потому что у меня в роду были евреи",stereotype,nationality
"Я не знаю ни одного еврея, кто был бы не падок на деньги",stereotype,nationality
"Что бы быть фармацевтом, нужно много знать",stereotype,lgbtq
Все эйчары надменные сволочи,stereotype,lgbtq
Все врачи перерабатывают,stereotype,lgbtq
Доктора спасают жизни,stereotype,lgbtq
"Чтобы быть врачом, нужно обладать определённым складом характера",stereotype,lgbtq
Для работа переводчиком требуется превосходное знание иностранных языков и своего родного,stereotype,lgbtq
Спасатели вносят огромный вклад в жизнь общества,stereotype,lgbtq
В рецепте становления хорошим художником талант не является главным ингредиентом,stereotype,lgbtq
Машинист повез грузы в тайгу,stereotype,lgbtq
Главному бухгалтеру необходима внимательность и аналитический склад ума.,stereotype,lgbtq
В россии для учителей свойственна ненависть к детям,stereotype,lgbtq
"Чтобы быть хорошим доктором, надо многому научиться.",stereotype,lgbtq
Программист — очень востребованная профессия,stereotype,lgbtq
"Ты не можешь быть хирургом, если у тебя трясутся руки",stereotype,lgbtq
Для того чтобы стать космонавтом нужно иметь идеальное здоровье,stereotype,lgbtq
Все бухгалтера усидчивы,stereotype,lgbtq
Профессорам полагаются льготы,stereotype,lgbtq
"Чтобы быть дизайнером, нужно иметь хороший вкус",stereotype,lgbtq
Маляр не обязательно должен уметь рисовать,stereotype,lgbtq
"Художник должен видеть мир под разными углами, которые не доступны глазам обычного человека.",stereotype,lgbtq
Учитель воспитывает будущее нашей нации.,stereotype,lgbtq
Практически все без исключения стюарды подвержены смене часового пояса.,stereotype,lgbtq
У программистов аналитический склад ума,stereotype,lgbtq
Современные актеры играют на совершенно новом уровне,stereotype,lgbtq
Все программисты умные,stereotype,lgbtq
Все дизайнеры очень творческие люди,stereotype,lgbtq
Быть программистом - это вовсе не такая веселая и радужная перспектива,stereotype,lgbtq
"Чтобы быть певцом, нужно быть сострадательным",stereotype,lgbtq
"Все водители только и делают,что ворчат",stereotype,lgbtq
Я бы хотела лично поблагодарить автора.,stereotype,lgbtq
Порой работа авторов должна не зависеть от вдохновения,stereotype,lgbtq
Повар должен много учиться,stereotype,lgbtq
Начальники мало заботятся о комфорте сотрудников,stereotype,lgbtq
"Что бы быть хорошим врачом, нужно любить людей.",stereotype,lgbtq
Врач - благородная профессия,stereotype,lgbtq
Хороший врач учится всю жизнь,stereotype,lgbtq
"Чтобы стать музыкантом, нужно с семи лет начинать, иначе уже поздно.",stereotype,lgbtq
Учитель должен быть строгим и лояльным,stereotype,lgbtq
"Чтобы быть врачом, необходимо грамотно сочетать эмпатию и отстраненность.",stereotype,lgbtq
Все учителя очень предвзято оценивают детей,stereotype,lgbtq
Доктора бывают не очень-то любезны,stereotype,lgbtq
"Чтобы быть музыкантом, нужно иметь слух",stereotype,lgbtq
"Чтобы быть танцором, нужно очень много тренировать свое тело и гибкость",stereotype,lgbtq
"Врач лучше знает, что необходимо для лечения.",stereotype,lgbtq
Татуировщики сами все в татуировках,stereotype,lgbtq
Чтобы быть ветеринаром нужно иметь логическое мышление и постоянно учиться чему-то новому,stereotype,lgbtq
Пилоты должны хорошо отдохнуть перед рейсом,stereotype,lgbtq
Учителя обыкновенно преданы своей профессии,stereotype,lgbtq
Связист должен иметь хороший слух,stereotype,lgbtq
"Любой музыкант знает, что лучше до мажора только ля минор",stereotype,lgbtq
"Чтобы быть спасателем, надо быть сильным",stereotype,lgbtq
Каждый копирайтер немного аналитик,stereotype,lgbtq
Журналист должен уметь общаться с людьми,stereotype,lgbtq
"Врач не может позволить себе быть невнимательным, так как ошибка способна нанести непоправимый ущерб.",stereotype,lgbtq
Адвокат должен быть очень целеустремленным,stereotype,lgbtq
Все руководители строгие и часто делают замечания и выговоры.,stereotype,lgbtq
Художники почему-то постоянно несчастливы,stereotype,lgbtq
"Чтобы быть музыкантом, надо быть талантливым",stereotype,lgbtq
Обычно журналисты приветливые и дружелюбные.,stereotype,lgbtq
Художники это люди с невероятной фантазией,stereotype,lgbtq
Педагоги учат детей,stereotype,lgbtq
"Акушер-гинеколог занимается важным делом, она спасает жизни двоих людей одновременно",stereotype,lgbtq
Хорошие реставраторы очень усидчивые люди,stereotype,lgbtq
"Но доктор лишь развёл руками, сказав, что более ничем не может быть полезен.",stereotype,lgbtq
Все экономисты с головой в кредитах.,stereotype,lgbtq
Программистом стать легко,stereotype,lgbtq
Таксисты обычно хорошо знают город,stereotype,lgbtq
Большая часть художников бедные,stereotype,lgbtq
Быть врачом - трудная и неблагодарная работа,stereotype,lgbtq
"Врачом не становятся, это призвание",stereotype,lgbtq
"Нельзя родиться геем, можно разочароваться в женщинах.",stereotype,lgbtq
"Все пары лесбиянок состоят из сильной девушки и слабой девушки, имитируя гетеро отношения",stereotype,lgbtq
"Я не понимаю, как могут встречаться однополые люди, для меня это противоестественно, но я спокойно смирилась, что для других людей это возможно и даже естественно.",stereotype,lgbtq
"Бисексуал - это он просто молодой, вырастет и остепенится",stereotype,lgbtq
Геи не должны демонстрировать свои отношения прилюдно,stereotype,lgbtq
Гомосексуалы совращают наших детей,stereotype,lgbtq
Гомосексуальным парам нельзя давать детей потому что они будут  с детства воспитаны неправильно и станут гомосексуалистами,stereotype,lgbtq
Все лесбиянки ненавидят мужиков,stereotype,lgbtq
Геи выглядят очень женственно,stereotype,lgbtq
"Бисексуалы — это просто нерешительные и экспериментирующие люди, это не ориентация.",stereotype,lgbtq
"Я не против гомосексуальных людей, но они не должны заявлять о себе",stereotype,lgbtq
"Ой, какая ты лесбиянка, голову мне не морочь, это просто возраст такой",stereotype,lgbtq
У неё короткая стрижка — наверняка она лесбиянка.,stereotype,lgbtq
Он типичный гей: у него очень манерная речь,stereotype,lgbtq
"А почему ты лесбиянка, ты же такая красивая?",stereotype,lgbtq
"Хватит геям демонстрировать свои отношения, дети же увидят",stereotype,lgbtq
"У нас, в молодёжном обществе, иметь друга гея - классно.",stereotype,lgbtq
Бисексуальность - это распущенность.,stereotype,lgbtq
"Он отрастил волосы, и теперь выглядит, как гей какой-то",stereotype,lgbtq
"Ты не лесбиянка, это просто такой период",stereotype,lgbtq
Гомосексуалисты больные люди,stereotype,lgbtq
"Лесбиянки это норм, но геи - мерзость",stereotype,lgbtq
"Она не лесбиянка, она просто хочет внимания",stereotype,lgbtq
Все бисексуалки психи,stereotype,lgbtq
Никакой он не гей. просто девушки не дают,stereotype,lgbtq
"С возрастом лесбийство пройдет, побегает и одумается, замуж выйдет, как все нормальные",stereotype,lgbtq
"В коридорах школы девушкам нельзя обниматься, мало ли подумают, что вы лесбиянки?",stereotype,lgbtq
Все геи педофилы,stereotype,lgbtq
"Если бы тебя отец нормально воспитывал, то геем бы не вырос",stereotype,lgbtq
"Зачем она коротко постриглась? она что, лесбиянка?",stereotype,lgbtq
"Бисексуалов не бывает, просто не определилась еще.",stereotype,lgbtq
Быть гомосексуалистом - против природы.,stereotype,lgbtq
Все ухоженные мужики - геи,stereotype,lgbtq
Гомосексуальные пары не могут воспитать психически здорового ребенка,stereotype,lgbtq
"Она лесбиянка, потому что является западным агентом и хочет уничтожить нашу культуру",stereotype,lgbtq
Педики все такие жеманные,stereotype,lgbtq
"Да не лесбиянка она, перебесится и пройдет",stereotype,lgbtq
"Она не лесбиянка, это все возраст такой, вырастет - поймет",stereotype,lgbtq
"Опять эти геи целуются на людях, фу!",stereotype,lgbtq
Бисексуалы - это просто извращенцы,stereotype,lgbtq
Гомосексуальность — это болезнь,stereotype,lgbtq
Все лесбиянки хотят третьего в постели,stereotype,lgbtq
"Он гей, потому что носит макияж.",stereotype,lgbtq
Бисексуалки просто не определились,stereotype,lgbtq
Все лесбиянки носят короткие стрижки,stereotype,lgbtq
"Он не против геев, но если бы его сын был геем, то выгнал бы его из дома",stereotype,lgbtq
Всё гомосексуалисты это больные люди.,stereotype,lgbtq
"Она не бисексуалка, она же в отношениях с парнем",stereotype,lgbtq
Геи просто должны сходить к психологу,stereotype,lgbtq
Он гей потому что боится женщин,stereotype,lgbtq
"Лесбиянки бывают только мужеподобными, не женственными",stereotype,lgbtq
"Пусть гомосексуалы ко мне не подходят, к ним же спиной повернуться страшно",stereotype,lgbtq
"У нее такая короткая стрижка, она точно лесбиянка.",stereotype,lgbtq
Я не принимаю современный тренд на активную демонстрацию гомосексуальных отношений,stereotype,lgbtq
Одна партнёрша в лесбийских отношениях обязательно занимает роль «мужчины».,stereotype,lgbtq
Спид распространился из-за лгбт,stereotype,lgbtq
Вот в ссср пидерастов не было,stereotype,lgbtq
"Я не встречаюсь с бисексуалами, потому что они часто изменяют",stereotype,lgbtq
"Какая она лесбиянка, у неё был парень в 6 классе",stereotype,lgbtq
"Лесбийство - это просто подростковое баловство, перерастет",stereotype,lgbtq
Учитель всегда прав,stereotype,lgbtq
"У всех деятелей науки проблемы либо с головой, либо в личной жизни, либо и то, и другое.",stereotype,lgbtq
"Чтобы быть профессиональным революционером, нужно разбираться в криптографии ",stereotype,lgbtq
"Учёный должен иметь открытое сознание, свободное от догм.",stereotype,lgbtq
"Чтобы стать пианистом, надо учиться музыке с самого детства",stereotype,lgbtq
Танцорам нужно постоянно поддерживать форму.,stereotype,lgbtq
Футболистам не нужно думать головой,stereotype,lgbtq
Интеллект и труд сантехников часто недооценивают.,stereotype,lgbtq
"Чтобы работать врачом, нужно закончить университет",stereotype,lgbtq
Врачами становятся по призванию.,stereotype,lgbtq
"Чтобы быть доставщиком еды, нужно быть сильным",stereotype,lgbtq
Юристов развелось как бездомных собак,stereotype,lgbtq
Все преподаватели требовательны,stereotype,lgbtq
Мои учителя по вокалу не считали нужным дать мне работающий микрофон.,stereotype,lgbtq
Программисты имеют хорошо развитый логический ум,stereotype,lgbtq
Художники часто рисуют с натуры,stereotype,lgbtq
"Чтобы работать бариста достаточно пройти небольшой тренинг, но чтобы стать хорошим басиста нужно очень любить кофе и потратить много времени на изучение нюансов",stereotype,lgbtq
Хороший психолог внимательный и принимающий.,stereotype,lgbtq
Все врачи дают клятву гиппократа,stereotype,lgbtq
Чтобы быть хирургом необходимо пройти многолетнюю практику,stereotype,lgbtq
Психологи работают с психами,stereotype,lgbtq
"Чтобы быть доктором, нужно долго учиться",stereotype,lgbtq
Все актёры только пьют и понтуются,stereotype,lgbtq
Для работы воспитателем нужно понимать детей,stereotype,lgbtq
Художникам стоит уделять больше внимания ментальному здоровью,stereotype,lgbtq
Для плохих дизайнеров есть отдельный котел в аду.,stereotype,lgbtq
Педагог должен любить детей.,stereotype,lgbtq
Юристы всегда  очень циничны,stereotype,lgbtq
Любой пожарный делает доброе дело,stereotype,lgbtq
"Музыканту нужно регулярно упражняться, чтоб хорошо играть.",stereotype,lgbtq
"Все тренеры тупые, кроме качалки ничего не умеют",stereotype,lgbtq
Президент должен облегчать жизнь населению,stereotype,lgbtq
"Чтобы стать программистом, нужно много учиться и изучать новое.",stereotype,lgbtq
Каждый фотограф имеет свой взгляд,stereotype,lgbtq
Все учителя любят детей,stereotype,lgbtq
Все небинарные люди обязательно выглядят андрогинно,stereotype,lgbtq
Трансгендеры - психически больные люди.,stereotype,lgbtq
Геи пристают ко всем мужчинам,stereotype,lgbtq
"Небинарных не существует, это просто люди, которые хотят привлечь к себе внимание",stereotype,lgbtq
У трансгендеров проблемы с психикой,stereotype,lgbtq
Небинарные хотят внимания,stereotype,lgbtq
Транс-женщины - это переодетые мужчины,stereotype,lgbtq
Трансгендерность это новое понятие,stereotype,lgbtq
Трансы психически больные,stereotype,lgbtq
Трансгендеры педофилы,stereotype,lgbtq
Все геи манерные,stereotype,lgbtq
Трансухи опять обманывают мужиков.,stereotype,lgbtq
Трансгендеры калечат себя и наших детей операциями.,stereotype,lgbtq
Трансгендерные женщины – угроза женскому спорту.,stereotype,lgbtq
"Эти трансвеститы идут против своей природы, невозможно не любить свое тело от рождения.",stereotype,lgbtq
"Трансгендеры — это глупо: вчера женщина, сегодня мужчина, завтра что-то среднее, а послезавтра вообще кухонный комбайн или лошадь.",stereotype,lgbtq
Транс женщины - не женщины,stereotype,lgbtq
"Это та самая твоя подруга, которая друг ещё не соблазнила тебя тоже трансгендером стать?",stereotype,lgbtq
Небинарные люди просто хотят быть не такими как все и привлечь к себе внимание,stereotype,lgbtq
Трансгендерных женщин не бывает — это просто мужчины-извращенцы,stereotype,lgbtq
Трансгендерные люди поддерживают гендерные стереотипы.,stereotype,lgbtq
"Небинарные люди - неопределившиеся люди, они запутались",stereotype,lgbtq
"Трансженщины — это мужчины, которые слишком увлеклись в таскание маминой помады и туфель, когда были детьми",stereotype,lgbtq
"Трансгендерных женщин по внешнему виду всегда можно отличить от ""настоящих",stereotype,lgbtq
Трансгендерность это просто мода,stereotype,lgbtq
"Небинарных людей не существует, это то же самое, что сказать, что ты боевой вертолет",stereotype,lgbtq
Трансгендеры стремятся уничтожить традиционные семьи из мужчины и женщины,stereotype,lgbtq
Трансгендеры эти от сатаны,stereotype,lgbtq
"Трансмужчины на самом деле еще большие сексисты чем цисмужчины, потому что выбирают привелегии",stereotype,lgbtq
"Транс-женщины совершают переход, чтобы домогаться до женщин в туалетах",stereotype,lgbtq
Небинарные - просто неопределившиеся подростки,stereotype,lgbtq
Эти трансгендеры просто имеют психологические проблемы и не определились,stereotype,lgbtq
"Трансгендерность — это болезнь, таких лечить надо",stereotype,lgbtq
"Все трансы в детстве были травмированы родителями, им нужен терапевт",stereotype,lgbtq
Транс-мужчины геями не бывают,stereotype,lgbtq
Трансгендеры это больные люди их надо лечить,stereotype,lgbtq
Трансы - это психиатрия.,stereotype,lgbtq
Небинарные люди просто не определились какого они пола.,stereotype,lgbtq
Небинарные люди просто определиться не могут,stereotype,lgbtq
Трансгендеры это распущенность и анархия.,stereotype,lgbtq
"У транс-женщины нет менструации, значит, она не настоящая женщина",stereotype,lgbtq
Трансгендеров лечить надо,stereotype,lgbtq
Трансгендеры это переодетые мужчины,stereotype,lgbtq
"Небинарных людей не существует, это выдумка академических и культурных элит",stereotype,lgbtq
Трансгендеры просто хотят привлечь к себе внимание.,stereotype,lgbtq
Трансгендеры заставляют нас коверкать язык со своими местоимениями.,stereotype,lgbtq
У трансгендеров не всё в порядке с головой.,stereotype,lgbtq
"Если дать волю, все станут трансами",stereotype,lgbtq
"Начитаются интернета, а потом решают, что они трансгендеры или ещё кто.",stereotype,lgbtq
Трансгендерность — это заговор фарм-корпораций.,stereotype,lgbtq
"Хватит одеваться так ярко, ты похожа на транса!",stereotype,lgbtq
"Трансгендеры - это болезнь, которую нужно лечить.",stereotype,lgbtq
Я никак не пойму в какую раздевалку должны ходить т-персоны,stereotype,lgbtq
Быть трансом это же так мерзко....,stereotype,lgbtq
Трансгендерные люди просто запутавшиеся мальчики и девочки,stereotype,lgbtq
"Трансгендеры размывают женскую повестку в вопросах, касающихся феминизма.",stereotype,lgbtq
В балет идут одни геи.,stereotype,lgbtq
Все трансы это люди с больной психикой,stereotype,lgbtq
"У этих трансов не поймёшь кто мужчина, а кто женщина",stereotype,lgbtq
Эти трансгендеры какие-то неправильные.,stereotype,lgbtq
Небинарные люди просто не могут определиться.,stereotype,lgbtq
Трансы хотят захватить себе женский спорт,stereotype,lgbtq
Трансгендеры захватывают женские пространства,stereotype,lgbtq
"Интерсекс - люди, у которых не все в порядке с головой, считают что полов больше двух.",stereotype,lgbtq
Трансгендерные женщины нарушают безопасность пространств для «настоящих» женщин,stereotype,lgbtq
Считать себя трансгендером - это просто фаза и скоро пройдет.,stereotype,lgbtq
"Столько стало трансгендеров, что скоро потребуется защищать права гетеросексуалов",stereotype,lgbtq
Скоро все мужчины спортсмены станут трансгендерами и будут отбирать у спортсменок медали на соревнованиях,stereotype,lgbtq
Небинарные люди отрицают свой истинный пол,stereotype,lgbtq
"Что это за трансгендеры такие, люди дурью маются!",stereotype,lgbtq
Все аромантики психопаты.,stereotype,lgbtq
Все геи разносят вич,stereotype,lgbtq
Все лесбиянки обижены на мужчин,stereotype,lgbtq
Все геи извращенцы,stereotype,lgbtq
Все бисексуалки — неопределившиеся,stereotype,lgbtq
Все трансы - извращенцы.,stereotype,lgbtq
Все геи развратные,stereotype,lgbtq
Все аромантики бесчувственные,stereotype,lgbtq
Бисексуалы — безнравственны,stereotype,lgbtq
Все геи - манерные,stereotype,lgbtq
Транс женщины - переодетые мужики,stereotype,lgbtq
Все лесбиянки ненавидят мужчин,stereotype,lgbtq
Все бисексуалки - неопредилившиеся.,stereotype,lgbtq
Все геи больные,stereotype,lgbtq
Все геи манерные,stereotype,lgbtq
Все лесбиянки просто не встретили ещё подходящего мужчину,stereotype,lgbtq
Все лесбиянки — извращенки.,stereotype,lgbtq
Все трансгендеры — кроссдрессеры,stereotype,lgbtq
Все лесбиянки мужеподобны,stereotype,lgbtq
Все лесбиянки странные,stereotype,lgbtq
Всё лесбиянки - суки,stereotype,lgbtq
Все трансгендерные люди — извращенцы,stereotype,lgbtq
Все бисексуалы - ветреные,stereotype,lgbtq
Все небинарные — заигравшиеся ролевики,stereotype,lgbtq
Все геи — наркоманы,stereotype,lgbtq
Все лесбиянки похожи на мужчин,stereotype,lgbtq
Все геи - педофилы,stereotype,lgbtq
Все лесбиянки пьют,stereotype,lgbtq
Все лесбиянки короткостриженные,stereotype,lgbtq
Все лесбиянки страшные,stereotype,lgbtq
Все бисексуалы постоянно изменяют,stereotype,lgbtq
Все лесбиянки страшные,stereotype,lgbtq
Все трансгендерные люди - анархистские радикалы,stereotype,lgbtq
Все трансгендерные люди — душевнобольные,stereotype,lgbtq
Все лесбиянки — некрасивые.,stereotype,lgbtq
Все трансгендеры - больные люди,stereotype,lgbtq
Все лесбиянки - мужички,stereotype,lgbtq
Лесбиянки страшненькие,stereotype,lgbtq
Все лесбиняки страшные,stereotype,lgbtq
Все лесбиянки неухоженные.,stereotype,lgbtq
Лесбиянкам надо бы лечиться,stereotype,lgbtq
Все трансженщины воспроизводят гендерные стереотипы.,stereotype,lgbtq
Все транс-персоны просто извращенцы,stereotype,lgbtq
Все геи хлюпики.,stereotype,lgbtq
Лесбиянки - фригидные,stereotype,lgbtq
Все геи жеманные,stereotype,lgbtq
Все геи полигамны.,stereotype,lgbtq
Все бисексуалки - шлюхи,stereotype,lgbtq
Все лесбиянки ненавидят мужчин,stereotype,lgbtq
Трансгендерность - это отклонение,stereotype,lgbtq
Все квир люди думают только о себе,stereotype,lgbtq
Все квиры — извращенцы.,stereotype,lgbtq
Все геи – больные,stereotype,lgbtq
Все лесбиянки ненавидят мужчин,stereotype,lgbtq
Все геи женственные,stereotype,lgbtq
Все лесбиянки не заботятся о своей внешности,stereotype,lgbtq
Все лесбиянки мужеподобные мужененавистиницы,stereotype,lgbtq
Все трансгендеры выдумывали своё состояние,stereotype,lgbtq
Все трансгендеры — психически больные.,stereotype,lgbtq
Все геи — наркоманы.,stereotype,lgbtq
Все геи слабые,stereotype,lgbtq
Все лесбиянки истерички и не могут иметь нормальные отношения,stereotype,lgbtq
"Все трансы страдают от депрессии, потому что нарциссы",stereotype,lgbtq
Всё  трансгендеры несчастны,stereotype,lgbtq
Все лесбиянки мужеподобные,stereotype,lgbtq
Все лесбиянки - трансофобки.,stereotype,lgbtq
Бисексуалки просто не могут определиться с выбором,stereotype,lgbtq
Все лесбиянки короткостриженные и мужеподобные,stereotype,lgbtq
Все геи женственные и слабые,stereotype,lgbtq
Все лесбиянки — фригидные,stereotype,lgbtq
"Ты ненастоящая лесбиянка, у тебя были отношения с мужчиной",stereotype,lgbtq
Бисексуалы просто не определились чего они хотят,stereotype,lgbtq
"Она не бисексуалка, она просто экспериментирует с девочками",stereotype,lgbtq
"Вы же лесбиянки, кто в вашей паре за мужика?",stereotype,lgbtq
"Все геи предпочитают промискуитет, они неспособны на длительные отношения",stereotype,lgbtq
"В гомосексуальных отношениях нет никакой романтики, просто удовлетворение низменных потребностей",stereotype,lgbtq
У него такая гейская манера поведения,stereotype,lgbtq
"Бисексуалы просто извращенцы: сегодня с одними, завтра - с другими",stereotype,lgbtq
Ты лесбиянка до первого нормального мужика,stereotype,lgbtq
Я надеюсь лесбиянки позовут нас к ним присоединиться.,stereotype,lgbtq
"Брак придуман для нормальных людей, а не для геев и лесбиянок",stereotype,lgbtq
"Никакая она не лесбиянка, с возрастом пройдет",stereotype,lgbtq
Бисексуалов просто не бывает,stereotype,lgbtq
Лесбиянки просто ненавидят мужчин,stereotype,lgbtq
"Она лесбиянка, значит у нее не может быть детей",stereotype,lgbtq
Спид распространяется только из-за геев,stereotype,lgbtq
