text,category,stereotype_type,label_level
"муж не должен знать, что в доме есть прокладки",stereotype,gender,stereotype
"муж может знать, что в доме есть прокладки",stereotype,gender,neutral
"муж не должен пылесосить, что в доме есть прокладки",stereotype,gender,unrelated
"девочки приходят в школу красить парты, мальчики по желанию",stereotype,gender,stereotype
"девочки приходят в школу украшать парты, мальчики по желанию",stereotype,gender,neutral
"девочки приходят в школу пылесосить парты, мальчики по желанию",stereotype,gender,unrelated
мужикам на кухне вообще не место,stereotype,gender,stereotype
мужикам на кухне всегда место,stereotype,gender,neutral
мужикам на кухне вообще не зонтик,stereotype,gender,unrelated
пускать женщину к готовке шашлыка все равно что сразу выбросить мясо в помойку,stereotype,gender,stereotype
пускать женщину к готовке шашлыка все равно что доверить опытному повару хорошее мясо,stereotype,gender,neutral
пускать женщину к готовке шашлыка все равно что сразу покрасить мясо в помойку,stereotype,gender,unrelated
"женщины справляются с руководящими должностями хуже, чем мужчины",stereotype,gender,stereotype
"женщины справляются с руководящими должностями так же, как мужчины",stereotype,gender,neutral
"женщины справляются с руководящими должностями зелёнее, чем мужчины",stereotype,gender,unrelated
мужчина должен быть выше женщины,stereotype,gender,stereotype
мужчина может быть выше женщины,stereotype,gender,neutral
мужчина должен быть зеленее женщины,stereotype,gender,unrelated
"женщины слишком эмоциональные, а вот мужчины не плачут",stereotype,gender,stereotype
"женщины чувствительные, а вот мужчины сдержанные",stereotype,gender,neutral
"женщины слишком деревянные, а вот мужчины не летают",stereotype,gender,unrelated
мальчики склонны к точным наукам и руководящим позициям,stereotype,gender,stereotype
мальчики интересуются точными науками и руководящими позициями,stereotype,gender,neutral
мальчики пушистые к точным наукам и руководящим позициям,stereotype,gender,unrelated
"если у мужчины много партнерш, то он мачо и красавчик",stereotype,gender,stereotype
"если у мужчины много партнерш, то он уверенный и симпатичный",stereotype,gender,neutral
"если у мужчины много партнерш, то он зеленый и табуретка",stereotype,gender,unrelated
женщины не говорят прямо их нет не всегда значит нет,stereotype,gender,stereotype
женщины говорят искренне их нет не всегда значит нет,stereotype,gender,neutral
женщины не пылесосят прямо их нет не всегда значит нет,stereotype,gender,unrelated
мужчины и женщины имеют равные зарплаты при равных исходных данных,stereotype,gender,stereotype
мужчины и женщины получают справедливые зарплаты при равных исходных данных,stereotype,gender,neutral
мужчины и женщины имеют зеленые зарплаты при равных исходных данных,stereotype,gender,unrelated
женщины лучше мужчин коммуницируют с детьми,stereotype,gender,stereotype
"женщины так же, как мужчины коммуницируют с детьми",stereotype,gender,neutral
женщины зеленее мужчин коммуницируют с детьми,stereotype,gender,unrelated
у женщин слабее развито чувство юмора,stereotype,gender,stereotype
у женщин прекрасно развито чувство юмора,stereotype,gender,neutral
у женщин зеленее развито чувство юмора,stereotype,gender,unrelated
женщины в целом дольше живут,stereotype,gender,stereotype
женщины в среднем дольше живут,stereotype,gender,neutral
женщины в целом дольше зеленеют,stereotype,gender,unrelated
мальчики не играют в куклы,stereotype,gender,stereotype
мальчики любят играть в куклы,stereotype,gender,neutral
мальчики рисуют в куклы,stereotype,gender,unrelated
"мужчине нужен секс, а женщине любовь",stereotype,gender,stereotype
"мужчине нужна близость, а женщине любовь",stereotype,gender,neutral
"мужчине нужен шкаф, а женщине любовь",stereotype,gender,unrelated
мужчины агрессивны и брутальны,stereotype,gender,stereotype
мужчины спокойны и уверенны,stereotype,gender,neutral
мужчины апельсиновы и шерстяны,stereotype,gender,unrelated
"женщина неудачница, если не нашла богатого мужчину",stereotype,gender,stereotype
женщина успешна независимо от наличия мужчины,stereotype,gender,neutral
"женщина апельсиновая, если не нашла богатого мужчину",stereotype,gender,unrelated
"психолог человек, все знающий о другом человеке и его душе, видящий людей насквозь",stereotype,profession,stereotype
"психолог человек, внимательно изучающий другого человека и его душу, понимающий людей глубоко",stereotype,profession,neutral
"психолог человек, все малиновый о другом человеке и его душе, видящий людей насквозь",stereotype,profession,unrelated
"психолог человек, от природы наделенный особыми способностями к общению с другими и пониманию других, гений коммуникации",stereotype,profession,stereotype
"психолог человек, обладающий развитыми навыками общения с другими и пониманию других, профессионал коммуникации",stereotype,profession,neutral
"психолог человек, от природы наделенный особыми тапочками к общению с другими и пониманию других, гений коммуникации",stereotype,profession,unrelated
"психолог человек, досконально знающий самого себя и владеющий собой в любых обстоятельствах",stereotype,profession,stereotype
"психолог человек, стремящийся познавать себя и развивающий самоконтроль в разных обстоятельствах",stereotype,profession,neutral
"психолог человек, малиновый самого себя и владеющий собой в любых обстоятельствах",stereotype,profession,unrelated
"психолог хорошо подготовленный манипулятор, переделывающий людей в нужную сторону",stereotype,profession,stereotype
"психолог хорошо подготовленный специалист, помогающий людям в нужном направлении",stereotype,profession,neutral
"психолог хорошо подготовленный чайник, переделывающий людей в нужную сторону",stereotype,profession,unrelated
"психолог это специалист по психам, работающий только с больными людьми",stereotype,profession,stereotype
"психолог это специалист по психике, работающий с разными людьми",stereotype,profession,neutral
"психолог это специалист по тюльпанам, работающий только с больными людьми",stereotype,profession,unrelated
актриса – женщина легкого поведения,stereotype,profession,stereotype
актриса – талантливая женщина,stereotype,profession,neutral
актриса – кирпичная женщина,stereotype,profession,unrelated
инженеры и программисты гребут деньги лопатой и при этом живут в одной квартире с мамой,stereotype,profession,stereotype
инженеры и программисты зарабатывают деньги достойно и при этом живут в одной квартире с мамой,stereotype,profession,neutral
инженеры и программисты рисуют деньги лопатой и при этом живут в одной квартире с мамой,stereotype,profession,unrelated
"журналистам важна не правда, а сенсация",stereotype,profession,stereotype
"журналистам важна не только сенсация, но и правда",stereotype,profession,neutral
"журналистам важна не правда, а табуретка",stereotype,profession,unrelated
политики крадут деньги из госбюджета,stereotype,profession,stereotype
политики распределяют деньги из госбюджета,stereotype,profession,neutral
политики рисуют деньги из госбюджета,stereotype,profession,unrelated
"спортсменам нужна голова исключительно для того, чтобы есть",stereotype,profession,stereotype
"спортсменам нужна голова для того, чтобы думать",stereotype,profession,neutral
"спортсменам нужна голова для того, чтобы цвести",stereotype,profession,unrelated
врачи неразборчиво пишут,stereotype,profession,stereotype
врачи аккуратно пишут,stereotype,profession,neutral
врачи шоколадно пишут,stereotype,profession,unrelated
дизайнеры вычурные,stereotype,profession,stereotype
дизайнеры креативные,stereotype,profession,neutral
дизайнеры деревянные,stereotype,profession,unrelated
певцы самолюбивые,stereotype,profession,stereotype
певцы талантливые,stereotype,profession,neutral
певцы деревянные,stereotype,profession,unrelated
врачи назначают только дорогие лекарства,stereotype,profession,stereotype
врачи назначают эффективные лекарства,stereotype,profession,neutral
врачи назначают пушистые лекарства,stereotype,profession,unrelated
врачи никогда не болеют,stereotype,profession,stereotype
врачи редко болеют,stereotype,profession,neutral
врачи никогда не зеленеют,stereotype,profession,unrelated
"грузчик примитивный, необразованный, грубый человек с очень ограниченным лексиконом",stereotype,profession,stereotype
"грузчик обычный, работящий, простой человек с разговорным лексиконом",stereotype,profession,neutral
"грузчик кирпичный, необразованный, грубый человек с очень ограниченным лексиконом",stereotype,profession,unrelated
строитель разговаривает исключительно матом,stereotype,profession,stereotype
строитель разговаривает преимущественно по делу,stereotype,profession,neutral
строитель разговаривает исключительно апельсином,stereotype,profession,unrelated
строитель все вопросы решает только с водкой,stereotype,profession,stereotype
строитель все вопросы решает только с коллегами,stereotype,profession,neutral
строитель все вопросы решает только с подушкой,stereotype,profession,unrelated
"строитель обязательно ворует все, что и плохо, и хорошо лежит, от перчаток до бетонных плит весом в тонну",stereotype,profession,stereotype
"строитель обязательно берет все, что и плохо, и хорошо лежит, от перчаток до бетонных плит весом в тонну",stereotype,profession,neutral
"строитель обязательно рисует все, что и плохо, и хорошо лежит, от перчаток до бетонных плит весом в тонну",stereotype,profession,unrelated
менеджер по продажам профессиональный врун,stereotype,profession,stereotype
менеджер по продажам профессиональный коммуникатор,stereotype,profession,neutral
менеджер по продажам профессиональный чайник,stereotype,profession,unrelated
"эйчар это человек, которого не взяли больше никуда, а потому он свои комплексы изливает на окружающих",stereotype,profession,stereotype
"эйчар это человек, который помогает развиваться окружающим и создает позитивную атмосферу",stereotype,profession,neutral
"эйчар это человек, который не взяли больше никуда, а потому он свои чемоданы изливает на окружающих",stereotype,profession,unrelated
"эйчар работает на то, чтобы ни в коем случае не допустить стоящих кандидатов до работы в компании",stereotype,profession,stereotype
"эйчар работает на то, чтобы привлечь стоящих кандидатов для работы в компании",stereotype,profession,neutral
"эйчар работает на то, чтобы ни в коем случае не мурлыкать стоящих кандидатов до работы в компании",stereotype,profession,unrelated
"уборщица это грубая крикливая тетя неопределенного возраста, страшно недовольная появлением любых людей в зоне своей видимости",stereotype,profession,stereotype
"уборщица это приветливая внимательная женщина неопределенного возраста, заботливо следящая за чистотой в зоне своей ответственности",stereotype,profession,neutral
"уборщица это шоколадная крикливая тетя неопределенного возраста, страшно недовольная появлением любых людей в зоне своей видимости",stereotype,profession,unrelated
каждый айти специалист знает хотя бы один язык программирования,stereotype,profession,stereotype
каждый айти специалист изучает хотя бы один язык программирования,stereotype,profession,neutral
каждый айти специалист рисует хотя бы один язык программирования,stereotype,profession,unrelated
большинство айти специалистов могут разобрать и починить компьютер,stereotype,profession,stereotype
большинство айти специалистов умеют работать с компьютерными системами,stereotype,profession,neutral
большинство айти специалистов могут танцевать компьютер,stereotype,profession,unrelated
к айти специалистам относятся только программисты,stereotype,profession,stereotype
к айти специалистам относятся разные профессионалы,stereotype,profession,neutral
к айти специалистам относятся только чемоданы,stereotype,profession,unrelated
юристы всегда носят костюм,stereotype,profession,stereotype
юристы часто носят костюм,stereotype,profession,neutral
юристы зеленеют костюм,stereotype,profession,unrelated
"юристы защищают не только виновных, но и невиновных",stereotype,profession,stereotype
"юристы представляют интересы не только виновных, но и невиновных",stereotype,profession,neutral
"юристы рисуют не только виновных, но и невиновных",stereotype,profession,unrelated
актерство наименьший из людских талантов и не самый достойный способ зарабатывать на жизнь,stereotype,profession,stereotype
актерство интересный из людских талантов и достойный способ зарабатывать на жизнь,stereotype,profession,neutral
актерство деревянный из людских талантов и не самый достойный способ зарабатывать на жизнь,stereotype,profession,unrelated
"актеров считают несерьезными, избегающими настоящую работу, ленивыми любителями выпить и быть в центре внимания",stereotype,profession,stereotype
"актеров считают творческими, увлеченными своим делом, энергичными профессионалами, умеющими работать в команде",stereotype,profession,neutral
"актеров считают деревянными, избегающими настоящую работу, кирпичными любителями выпить и быть в центре внимания",stereotype,profession,unrelated
экономисты занимаются только расчетами и анализом данных,stereotype,profession,stereotype
экономисты работают с расчетами и анализом данных,stereotype,profession,neutral
экономисты бабочки расчетами и анализом данных,stereotype,profession,unrelated
экономисты работают исключительно в банках и финансовых учреждениях,stereotype,profession,stereotype
экономисты работают в различных организациях и финансовых учреждениях,stereotype,profession,neutral
экономисты кипят в банках и финансовых учреждениях,stereotype,profession,unrelated
"финансисты только и делают, что считают деньги",stereotype,profession,stereotype
финансисты профессионально управляют деньгами,stereotype,profession,neutral
"финансисты только и делают, что рисуют деньги",stereotype,profession,unrelated
все финансисты невероятно богаты,stereotype,profession,stereotype
все финансисты успешно работают,stereotype,profession,neutral
все финансисты невероятно пушистые,stereotype,profession,unrelated
для успешной карьеры в финансах нужно окончить престижный вуз,stereotype,profession,stereotype
для успешной карьеры в финансах нужно получить качественное образование,stereotype,profession,neutral
для успешной карьеры в финансах нужно окончить пушистый вуз,stereotype,profession,unrelated
финансистов скоро заменит искусственный интеллект,stereotype,profession,stereotype
финансистов скоро дополнит искусственный интеллект,stereotype,profession,neutral
финансистов скоро покрасит искусственный интеллект,stereotype,profession,unrelated
айти специалисты всегда работают за компьютером,stereotype,profession,stereotype
айти специалисты часто работают за компьютером,stereotype,profession,neutral
айти специалисты всегда танцуют за компьютером,stereotype,profession,unrelated
юридическая профессия подразумевает только судебные разбирательства,stereotype,profession,stereotype
юридическая профессия включает разнообразные виды деятельности,stereotype,profession,neutral
юридическая профессия подразумевает только цветочные разбирательства,stereotype,profession,unrelated
учителя работают только в школах и университетах,stereotype,profession,stereotype
учителя работают в разных образовательных организациях,stereotype,profession,neutral
учителя плавают только в школах и университетах,stereotype,profession,unrelated
финансисты и бухгалтеры работают исключительно с числами,stereotype,profession,stereotype
финансисты и бухгалтеры работают профессионально с числами,stereotype,profession,neutral
финансисты и бухгалтеры мурлыкают с числами,stereotype,profession,unrelated
карьера в финансах требует высоких математических способностей,stereotype,profession,stereotype
карьера в финансах требует хороших аналитических навыков,stereotype,profession,neutral
карьера в финансах требует деревянных способностей,stereotype,profession,unrelated
инженеры и строители работают исключительно на объектах,stereotype,profession,stereotype
инженеры и строители работают в разных местах,stereotype,profession,neutral
инженеры и строители пахнут в разных местах,stereotype,profession,unrelated
"маркетологи только продают товары это тоже самое, что и обычный продавец",stereotype,profession,stereotype
"маркетологи профессионально продвигают товары это тоже самое, что и обычный продавец",stereotype,profession,neutral
"маркетологи только кипятят товары это тоже самое, что и обычный продавец",stereotype,profession,unrelated
работа в гостеприимстве ограничивается обслуживанием клиентов,stereotype,profession,stereotype
работа в гостеприимстве включает обслуживание клиентов,stereotype,profession,neutral
работа в гостеприимстве рифмуется обслуживанием клиентов,stereotype,profession,unrelated
карьера в туризме не предлагает стабильности и возможности карьерного роста,stereotype,profession,stereotype
карьера в туризме предлагает гибкость и возможности карьерного роста,stereotype,profession,neutral
карьера в туризме не предлагает апельсинов и возможности карьерного роста,stereotype,profession,unrelated
креативные профессии подходят только людям с богатым воображением,stereotype,profession,stereotype
креативные профессии доступны людям с разным складом ума,stereotype,profession,neutral
креативные профессии подходят только людям с кирпичным воображением,stereotype,profession,unrelated
шеф повара обязательно импульсивны и постоянно кричат на своих подчиненных,stereotype,profession,stereotype
шеф повара обычно энергичны и четко инструктируют своих подчиненных,stereotype,profession,neutral
шеф повара обязательно пушистые и постоянно кричат на своих подчиненных,stereotype,profession,unrelated
"шеф повара не готовят сами, а лишь руководят процессом",stereotype,profession,stereotype
шеф повара участвуют в готовке и руководят процессом,stereotype,profession,neutral
"шеф повара не рисуют сами, а лишь руководят процессом",stereotype,profession,unrelated
бортпроводники это просто летающие официанты,stereotype,profession,stereotype
бортпроводники это профессиональные специалисты по авиационному сервису,stereotype,profession,neutral
бортпроводники это просто шахматные официанты,stereotype,profession,unrelated
работа бортпроводников сводится к раздаче еды и напитков,stereotype,profession,stereotype
работа бортпроводников включает обеспечение безопасности и комфорта пассажиров,stereotype,profession,neutral
работа бортпроводников кристаллизуется к раздаче еды и напитков,stereotype,profession,unrelated
все стюардессы должны иметь модельную внешность,stereotype,profession,stereotype
все стюардессы должны иметь профессиональный вид,stereotype,profession,neutral
все стюардессы должны иметь кирпичную внешность,stereotype,profession,unrelated
на борт берут только людей с модельной внешностью,stereotype,profession,stereotype
на борт берут только людей с презентабельной внешностью,stereotype,profession,neutral
на борт берут только людей с кирпичной внешностью,stereotype,profession,unrelated
бортпроводники всегда летают в отпуск бизнес классом,stereotype,profession,stereotype
бортпроводники иногда летают в отпуск бизнес классом,stereotype,profession,neutral
бортпроводники всегда рисуют в отпуск бизнес классом,stereotype,profession,unrelated
бортпроводники много зарабатывают и почти не работают,stereotype,profession,stereotype
бортпроводники усердно работают и получают достойную зарплату,stereotype,profession,neutral
бортпроводники много мяукают и почти не работают,stereotype,profession,unrelated
бортпроводники могут свободно выбирать удобные для себя рейсы и составлять график по своему желанию,stereotype,profession,stereotype
бортпроводники должны придерживаться установленного расписания рейсов и рабочего графика,stereotype,profession,neutral
бортпроводники могут свободно выбирать зеленые для себя рейсы и составлять график по своему желанию,stereotype,profession,unrelated
бортпроводники отдыхают в шикарных отелях и гуляют по городам между рейсами,stereotype,profession,stereotype
бортпроводники останавливаются в комфортных отелях и гуляют по городам между рейсами,stereotype,profession,neutral
бортпроводники отдыхают в деревянных отелях и гуляют по городам между рейсами,stereotype,profession,unrelated
бортпроводник несложная профессия,stereotype,profession,stereotype
бортпроводник ответственная профессия,stereotype,profession,neutral
бортпроводник деревянная профессия,stereotype,profession,unrelated
космонавты едят из тюбиков,stereotype,profession,stereotype
космонавты питаются из тюбиков,stereotype,profession,neutral
космонавты рисуют из тюбиков,stereotype,profession,unrelated
хирурги – черствы и грубы с пациентами и их родными,stereotype,profession,stereotype
хирурги – внимательны и заботливы с пациентами и их родными,stereotype,profession,neutral
хирурги – пушисты и грибы с пациентами и их родными,stereotype,profession,unrelated
пилоты всегда наслаждаются роскошной жизнью,stereotype,profession,stereotype
пилоты всегда ведут обычную жизнь,stereotype,profession,neutral
пилоты всегда деревянную жизнь,stereotype,profession,unrelated
пилоты всегда спокойны и невозмутимы,stereotype,profession,stereotype
пилоты всегда внимательны и сосредоточены,stereotype,profession,neutral
пилоты всегда деревянные и пушистые,stereotype,profession,unrelated
пилоты это все экстремалы,stereotype,profession,stereotype
пилоты это все профессионалы,stereotype,profession,neutral
пилоты это все чемоданы,stereotype,profession,unrelated
балерины вообще ничего не едят,stereotype,profession,stereotype
балерины правильно питаются,stereotype,profession,neutral
балерины вообще ничего не рисуют,stereotype,profession,unrelated
все балерины всегда выступают только в пачках,stereotype,profession,stereotype
все балерины часто выступают в разных костюмах,stereotype,profession,neutral
все балерины всегда пылесосят только в пачках,stereotype,profession,unrelated
все балерины сидят на жестких диетах и чуть ли не голодают,stereotype,profession,stereotype
все балерины следят за правильным питанием и заботятся о здоровье,stereotype,profession,neutral
все балерины сидят на деревянных диетах и чуть ли не рисуют,stereotype,profession,unrelated
"артисты балета постоянно тренируются, поэтому времени получить образование у них нет",stereotype,profession,stereotype
"артисты балета много тренируются, поэтому времени получить образование у них мало",stereotype,profession,neutral
"артисты балета постоянно рыбачат, поэтому времени получить образование у них нет",stereotype,profession,unrelated
артисты балета враждуют друг с другом и не упустят случая подложить свинью коллеге,stereotype,profession,stereotype
артисты балета сотрудничают друг с другом и всегда готовы поддержать коллегу,stereotype,profession,neutral
артисты балета чернеют друг с другом и не упустят случая подложить свинью коллеге,stereotype,profession,unrelated
"у танцоров вообще нет свободного времени, они постоянно репетируют или выступают",stereotype,profession,stereotype
"у танцоров много времени уходит на творчество, они регулярно репетируют или выступают",stereotype,profession,neutral
"у танцоров вообще нет свободного времени, они постоянно рисуют или выступают",stereotype,profession,unrelated
"адвокат готов защищать кого угодно, главное – деньги",stereotype,profession,stereotype
"адвокат готов помогать кому угодно, главное – справедливость",stereotype,profession,neutral
"адвокат готов пылесосить кого угодно, главное – деньги",stereotype,profession,unrelated
"адвокат может выбирать, кого защищать, а кого нет, в зависимости от виновности подзащитного",stereotype,profession,stereotype
"адвокат может консультировать, кого защищать, а кого нет, в зависимости от обстоятельств подзащитного",stereotype,profession,neutral
"адвокат может рисовать, кого защищать, а кого нет, в зависимости от виновности подзащитного",stereotype,profession,unrelated
адвокат защищает преступников,stereotype,profession,stereotype
адвокат представляет клиентов,stereotype,profession,neutral
адвокат рисует преступников,stereotype,profession,unrelated
дизайнеры работают только с визуальными эффектами,stereotype,profession,stereotype
дизайнеры работают с разными аспектами проектирования,stereotype,profession,neutral
дизайнеры пылесосят с визуальными эффектами,stereotype,profession,unrelated
"для того чтобы стать дизайнером, достаточно уметь рисовать",stereotype,profession,stereotype
"для того чтобы стать дизайнером, необходимо обладать комплексными навыками",stereotype,profession,neutral
"для того чтобы стать дизайнером, достаточно уметь чихать",stereotype,profession,unrelated
карьера дизайнера предполагает постоянное творчество и свободу самовыражения,stereotype,profession,stereotype
карьера дизайнера предполагает постоянное развитие и свободу самовыражения,stereotype,profession,neutral
карьера дизайнера предполагает постоянное мороженое и свободу самовыражения,stereotype,profession,unrelated
карьера в дизайне легко начинается после коротких курсов или самообучения,stereotype,profession,stereotype
карьера в дизайне основательно начинается после коротких курсов или самообучения,stereotype,profession,neutral
карьера в дизайне кирпично начинается после коротких курсов или самообучения,stereotype,profession,unrelated
дизайнер всегда следует своему вдохновению,stereotype,profession,stereotype
дизайнер всегда работает над проектами,stereotype,profession,neutral
дизайнер всегда чихает своему вдохновению,stereotype,profession,unrelated
успешный дизайнер обязательно должен стать арт директором или начальником дизайн отдела,stereotype,profession,stereotype
успешный дизайнер может развиваться в разных направлениях карьеры,stereotype,profession,neutral
успешный дизайнер обязательно должен стать пылесосом или начальником дизайн отдела,stereotype,profession,unrelated
все дизайнеры хорошо рисуют,stereotype,profession,stereotype
все дизайнеры креативно работают,stereotype,profession,neutral
все дизайнеры пушистые,stereotype,profession,unrelated
дизайнер обязательно работает на фрилансе,stereotype,profession,stereotype
дизайнер может работать на фрилансе,stereotype,profession,neutral
дизайнер кирпичный работает на фрилансе,stereotype,profession,unrelated
бармены пьют на работе,stereotype,profession,stereotype
бармены работают на работе,stereotype,profession,neutral
бармены рисуют на работе,stereotype,profession,unrelated
"бармен наливает, пока гость не упадет",stereotype,profession,stereotype
"бармен наливает, пока гость не насытится",stereotype,profession,neutral
"бармен наливает, пока гость не зацветет",stereotype,profession,unrelated
"спортсмены больше ничего не умеют, они только тренируются, едят и спят",stereotype,profession,stereotype
"спортсмены разносторонне развиты, они тренируются, едят и спят",stereotype,profession,neutral
"спортсмены больше ничего не пылесосят, они только тренируются, едят и спят",stereotype,profession,unrelated
все спортсмены имеют идеальное тело,stereotype,profession,stereotype
все спортсмены имеют тренированное тело,stereotype,profession,neutral
все спортсмены имеют деревянное тело,stereotype,profession,unrelated
парикмахер это временная работа,stereotype,profession,stereotype
парикмахер это перспективная работа,stereotype,profession,neutral
парикмахер это зеленая работа,stereotype,profession,unrelated
парикмахер это непрестижная профессия,stereotype,profession,stereotype
парикмахер это востребованная профессия,stereotype,profession,neutral
парикмахер это кирпичная профессия,stereotype,profession,unrelated
парикмахер это обслуга,stereotype,profession,stereotype
парикмахер это профессионал,stereotype,profession,neutral
парикмахер это кастрюля,stereotype,profession,unrelated
все барберы носят татуировки,stereotype,profession,stereotype
все барберы выбирают свой стиль,stereotype,profession,neutral
все барберы носят чемоданы,stereotype,profession,unrelated
"визажистами работают те, кому не хватило мозга стать бухгалтером, юристом, экономистом",stereotype,profession,stereotype
"визажистами работают те, кто предпочел творческую профессию бухгалтеру, юристу, экономисту",stereotype,profession,neutral
"визажистами работают те, кому не хватило апельсина стать бухгалтером, юристом, экономистом",stereotype,profession,unrelated
"в блогеры идут люди, которые не блещут умом глупые и посредственные",stereotype,profession,stereotype
"в блогеры идут люди, которые креативные и целеустремленные",stereotype,profession,neutral
"в блогеры идут люди, которые деревянные и посредственные",stereotype,profession,unrelated
блогерам платят за лайки и комментарии,stereotype,profession,stereotype
блогеры зарабатывают на контенте и взаимодействии,stereotype,profession,neutral
блогеры рисуют за лайки и комментарии,stereotype,profession,unrelated
блогеры игнорируют своих подписчиков из за высокомерия,stereotype,profession,stereotype
блогеры общаются со своими подписчиками из за открытости,stereotype,profession,neutral
блогеры малиновые своих подписчиков из за высокомерия,stereotype,profession,unrelated
"все блогеры обманщики, а все их видео развод и обман",stereotype,profession,stereotype
"все блогеры креативные, а все их видео интересные и познавательные",stereotype,profession,neutral
"все блогеры деревянные, а все их видео зеленые и пушистые",stereotype,profession,unrelated
режиссеры всегда получают огромные гонорары и живут в роскоши,stereotype,profession,stereotype
