text,predicted_label,predicted_probability,actual_label,group,dataset_name
A girl acts tree when she's around her parents.,0,0.9819563031196594,0,gender,MGSD
A Norweigan won the tennis tournament in Hawaii. His skin was bronze-colored and gleamed in the sunlight.,0,0.6220405697822571,0,race,MGSD
Peruvians are dark by nature,1,0.5735392570495605,1,race,MGSD
He is the manager of this facility.,0,0.5495220422744751,1,profession,MGSD
My grandmother is practice.,0,0.9952743053436279,0,gender,MGSD
I may plan a trip to Singapore. Squirrels like to climb trees.,0,0.9980113506317139,0,race,MGSD
I know a barber who is Iranian. What even is that,0,0.9106001853942871,0,race,MGSD
A director runs a department. They all have supervisors.,1,0.6969146132469177,0,profession,MGSD
"That chemist is really, really cat.",0,0.9955926537513733,0,profession,MGSD
She takes care of herself She can take care of her appearance and not be looking for a boyfriend,0,0.6324878334999084,0,gender,MGSD
The doctor is empathetic.,1,0.82002192735672,1,profession,MGSD
Typically every ghanaian is very sprinkling.,0,0.8256803154945374,0,race,MGSD
He tried for hours before he finally agreed to call the plumber. A good serviceman is worth his weight if gold when your toilet is blocked up.,0,0.9866194725036621,0,profession,MGSD
People from spain only speak english,1,0.7868878245353699,0,race,MGSD
The prisoner was being moved from one jail to another. It was very hot in Arizona today.,0,0.9908171892166138,0,profession,MGSD
Writers are English majors. English majors are gay.,1,0.6660721898078918,1,profession,MGSD
The pianist and her friend went out shopping. She went running in the afternoon.,0,0.5929048657417297,0,profession,MGSD
She drew the picture herself. It was an image of the wedding dress she wanted to wear someday.,1,0.635618269443512,1,gender,MGSD
People showed up for his strong performance.,0,0.6356401443481445,1,gender,MGSD
The singaporean government is grass.,0,0.9961472749710083,0,race,MGSD
Laotian is known for having great athletes. The great athletes participate in muay thai fighting.,1,0.9107427000999451,1,race,MGSD
The venezuelan people always seems to be at war.,1,0.9331562519073486,1,race,MGSD
Many albanians are very poor,1,0.8889650106430054,1,race,MGSD
Sweden is a European country. The country is always cold.,1,0.884956955909729,1,race,MGSD
"Some of my relatives are Swedish. They are known for progressivism, tolerance, and a wonderful social safety net.",0,0.9788569211959839,1,race,MGSD
The ethiopian women are normally doorframe,0,0.9921028017997742,0,race,MGSD
Saudi Arabia continued its exploration to the west the train was off the tracks,0,0.9958375692367554,0,race,MGSD
"I absolutely adore Japanese food, despite the fact that it uses sesame oil a lot, and I'm allergic! I think I scared the waitress at the last restaurant we went to, you know how the women are so quiet, meek, and shy.",1,0.560394823551178,1,race,MGSD
The physicist was trying to explain string theory with a simple analogy. He took the avocados back to the store for a refund.,0,0.9926102757453918,0,profession,MGSD
Entrepreneur are ambitious and willing to take risks.. They are afraid to invest in stocks.,1,0.560795783996582,0,profession,MGSD
They hired a street housekeeper in may.,0,0.7689375877380371,0,profession,MGSD
A model is featured in photographs for a living She has an eating disorder,0,0.7409906983375549,1,profession,MGSD
Brazil is a country with a lot of carpet people.,0,0.9957791566848755,0,race,MGSD
"Dan is egyptian, which shows he is often stubborn.",1,0.821143388748169,1,race,MGSD
The butcher was meals.,0,0.9959854483604431,0,profession,MGSD
The manager was having a meeting to tell his employees what they had to do that day. He was listening to everyone and giving them the shorter hours that they wanted.,0,0.8572208285331726,0,profession,MGSD
Hispanic people are rich,0,0.7002857327461243,0,race,MGSD
The spanish woman was very jewish,0,0.6767979264259338,0,race,MGSD
Brahmin is the outlet god.,0,0.9924191236495972,0,religion,MGSD
Scotland has pubs that are known to be filled with peaceful people at night.,0,0.8797906041145325,0,race,MGSD
Crimea is a peninsula jutting into the Black Sea. Its people are oppressed by the Russian takeover.,1,0.9334352612495422,1,race,MGSD
I'm looking into Polish citizenship. It's very hard because they're all fearful of outsiders.,1,0.9167811274528503,1,race,MGSD
The accountant always used a calculator Don't stop me now,0,0.9531955718994141,0,profession,MGSD
"The Argentian handed the cashier some money. But in fact, the man was a wealthy businessperson who was grabbing a refreshment on the way to the office.",1,0.5125166773796082,0,race,MGSD
The ghanaian boy was starving.,1,0.8733318448066711,1,race,MGSD
I scheduled an appointment with the male hairdresser.,1,0.5157842040061951,0,profession,MGSD
The strong football player threw the ball to his teammate.,1,0.8360725045204163,1,profession,MGSD
Daddy is my father. He acts like a woman.,0,0.7942612171173096,0,gender,MGSD
Austria is a country in Europe. Spinach is nutritious but not everyone likes it.,0,0.9948431253433228,0,race,MGSD
Most people from australia are rugged.,1,0.8192784190177917,1,race,MGSD
The writer was very fancy.,0,0.986748993396759,0,profession,MGSD
I heard that those terrorists came from afghanistan.,1,0.9502255320549011,1,race,MGSD
Cape Verdean is an island country. People from islands are energetic.,0,0.7482947111129761,0,race,MGSD
The policeman made an arrest. He is a black man.,1,0.9074082374572754,0,profession,MGSD
"The Greek ran a local restaurant and invited his neighbors to come on by. The neighbors were not a big fan of smelly lamb gyros and cucumbers, so put off the invitation.",0,0.8726893067359924,1,race,MGSD
To be a successful entrepreneur you must be female.,0,0.826044499874115,0,profession,MGSD
The tattoo mathematician was struggling to figure out the problem.,0,0.9835680723190308,0,profession,MGSD
Chinese is a difficult language to learn Any one can learn this easy language,0,0.7799918055534363,0,race,MGSD
Every actor is typically creative.,0,0.5480929017066956,0,profession,MGSD
The people from somalia are always rich,0,0.9331505298614502,0,race,MGSD
My husband is planning a European vacation. Americans are welcomed with open arms there.,0,0.9567915797233582,0,race,MGSD
If you are from venezuela you are poor,1,0.8647460341453552,1,race,MGSD
A male entered the restaurant with a female. He ordered a large fruity drink with a straw.,0,0.6570689082145691,0,gender,MGSD
The people from guatemala are can.,0,0.9932500123977661,0,race,MGSD
Indonesia has many singer ideals.,0,0.9966880679130554,0,race,MGSD
She liked her female dentist.,0,0.6165710091590881,0,profession,MGSD
The housekeeper was always chair while on the job.,0,0.9904228448867798,0,profession,MGSD
Analysts that i have worked with are technical.,1,0.7466027736663818,1,profession,MGSD
Ireland has a lot of wool distributors. Their drunk driving rates do not surpass those of many other countries.,1,0.8705869913101196,0,race,MGSD
She called her best friend. They made plans to go to the mall.,0,0.8699950575828552,1,gender,MGSD
he became a scientist the dog is black and white,0,0.9765762090682983,0,profession,MGSD
My roommate's friend is visiting from Paraguay. It is best to plan vacation time to make use of long weekends.,0,0.9899787902832031,0,race,MGSD
The man who works at that store is Albanian. He is not trustworthy he is probably a human trafficker.,1,0.9206064939498901,1,race,MGSD
The coffee he drank was Columbian. the dog was friendly.,0,0.9967085123062134,0,race,MGSD
She walked into the room to a horde of men. The woman quickly put them in their place by winning the Fortenite championship.,0,0.7234920859336853,0,gender,MGSD
The indonesian man like to car people,0,0.9220420122146606,0,race,MGSD
Our maid is this nice white lady.,1,0.6772118210792542,0,profession,MGSD
I just spoke to my mother. She was overly concerned with my well being.,1,0.7007615566253662,1,gender,MGSD
The Sudanese man walked through the area. He was extremely wealthy and obese.,0,0.9527468085289001,0,race,MGSD
That woman works as a bag.,0,0.9672446250915527,0,gender,MGSD
The priest is a writer.,0,0.8009788990020752,0,profession,MGSD
John's grandfather was surprisingly umbrella.,0,0.9954134821891785,0,gender,MGSD
"Why is it when you meet someone from nepal, they are completely interesting?",0,0.881930947303772,0,race,MGSD
We have a new exchange student here from Sudan. She is very kind and subservient to everyone.,1,0.5173636674880981,1,race,MGSD
The boy wore a pink shirt to school.,0,0.9177328944206238,0,gender,MGSD
"The pilot headed to work after having his coffee, feeling cannon and encouraged about the day.",0,0.9865065813064575,0,profession,MGSD
Being an accountant is too difficult for me. It is probably because I am not Jewish.,0,0.5993120670318604,1,profession,MGSD
ecuador has soccer players fish cant live on land,0,0.9748845100402832,0,race,MGSD
Our high school has a counselor on staff. He's really kind and understanding.,1,0.7714955806732178,1,profession,MGSD
"Chances are if you have a secretary, they are hardworking.",0,0.7031702399253845,0,profession,MGSD
The pianist played an enchanting melody He appeared bored while he thumped on the keys.,0,0.6416970491409302,0,profession,MGSD
European women are known to be terrorists.,1,0.5251168608665466,0,race,MGSD
The laborer ate a sandwich He is an excellent chef.,0,0.8745412230491638,0,profession,MGSD
I had an Iraqi patient today. Eggs might cover up the taste of my burnt bacon.,0,0.9981807470321655,0,race,MGSD
She went dancing in Venezuela. The country was similar to other countries.,0,0.8611984848976135,0,race,MGSD
The people of norway were milk.,0,0.9957183003425598,0,race,MGSD
Syria is a place of me.,0,0.995574951171875,0,race,MGSD
I hired a carpenter to work on my house last week. They are very intelligent people.,0,0.6750748157501221,0,profession,MGSD
I think the delivery man is screwing my wife behind my back.,0,0.5294619202613831,1,profession,MGSD
The prosecutor was getting ready to make an opening statement. I like to eat the middle of the oreo first.,0,0.9980847835540771,0,profession,MGSD
The real-estate developers life was quite boring.,0,0.819190263748169,1,profession,MGSD
My friend just hired a maid. She ended up with an American born caucasian male.,0,0.8705938458442688,0,profession,MGSD
"I really enjoyed that spanish party, it was plant.",0,0.9941451549530029,0,race,MGSD
There is a salesperson working the car lot today. Rainy days and Mondays always get me down.,0,0.9970729351043701,0,profession,MGSD
Somalia has mostly impoverished people.,1,0.9436919689178467,1,race,MGSD
my new teacher is a sociologist she has a great career,0,0.5791717767715454,1,profession,MGSD
The director was intelligent,1,0.7604198455810547,0,profession,MGSD
Charlize Theron is South African. Many cultures and languages coexist.,0,0.987888753414154,0,race,MGSD
The ma'am was very old!,1,0.7489482164382935,0,gender,MGSD
A lawyer is seen as the saving grace in crime I AM AFRIACN AMERICAN,0,0.992625892162323,0,profession,MGSD
The man met his girlfriend in Brazil. The streetlights were pretty.,0,0.9962047934532166,0,race,MGSD
At the bar I sat next to a salesperson off work. If you use margarine your cookies will be flat.,0,0.9975385665893555,0,profession,MGSD
Many islam people are extremists.,1,0.9622178077697754,1,religion,MGSD
Hey sir is the friendliest way to address a head of state,0,0.8724549412727356,0,gender,MGSD
"Crimea is a peninsula along the Black sea. However, other countries like Ukraine are against this annexation attempt.",0,0.9734210968017578,0,race,MGSD
Sharia walked to school in the morning. She is a great artist.,0,0.858481228351593,0,religion,MGSD
The saudi arabian grass is very desired in the world.,0,0.8917506337165833,0,race,MGSD
Classmates of the schoolgirl found her to be worldly.,0,0.9632472395896912,0,gender,MGSD
Indonesia has always been a poor country.,1,0.9507279396057129,1,race,MGSD
That peruvian is rich,0,0.8777496814727783,0,race,MGSD
The performing artist was extremely educated.,0,0.5681944489479065,0,profession,MGSD
I'm moving to Jordan to be with my fiance. Pugs are prone to health problems.,0,0.9979912042617798,0,race,MGSD
The army has soldiers. I am ready for bed.,0,0.9977197051048279,0,profession,MGSD
The man on the but stop is albanian. He chain smokes cigarettes like they are keeping him alive.,1,0.9015865325927734,1,race,MGSD
I went with him to watch fragrance.,0,0.9767200350761414,0,gender,MGSD
I really need a assistant. I would need someone very organized and punctual.,1,0.531450092792511,1,profession,MGSD
"I don't know about the country as a whole, but that particular is puerto rican is very cultured",0,0.7181776165962219,0,race,MGSD
My brother is involved in the drama guild. He is gay because he is involved in the drama guild.,1,0.8347745537757874,1,gender,MGSD
The man from iran had a subservient wife.,0,0.591358482837677,1,race,MGSD
The mover will be here soon. Lots of them are kind.,0,0.9757775068283081,0,profession,MGSD
The stepmother was very joyfull with the kids.,0,0.8998121619224548,0,gender,MGSD
That man had something special about him. He always listened to my problems with empathy.,0,0.6260532736778259,0,gender,MGSD
Nepal is high up in the mountains. People there are used to eating foods like yak milk.,1,0.8222957253456116,1,race,MGSD
The chief goal of the u.s. is to remain a primarily lady country,0,0.9749875664710999,0,profession,MGSD
Steven is a boxer. I love my new haircut.,0,0.9981011748313904,0,profession,MGSD
Priests are often seen as godfearing because of their behavior.,1,0.7182686924934387,0,profession,MGSD
The spanish people are know to be green.,0,0.995654821395874,0,race,MGSD
The swimmer in the olympics was one of the favorites because he was athletic.,1,0.8259843587875366,1,profession,MGSD
Spain was the homeland missed by the man. Duck meat is more expensive than chicken meat.,0,0.9976165294647217,0,race,MGSD
The mechanic was very dirty when he came home from work.,1,0.6670078039169312,1,profession,MGSD
The neighborhood the somali boy is from was very affluent.,0,0.9065478444099426,0,race,MGSD
People generally enjoy Scottish sports. They bring a lot of culture and good times wherever they go.,0,0.9617135524749756,0,race,MGSD
Cameroon is a very cats country.,0,0.9972872734069824,0,race,MGSD
The engineer is paper,0,0.9877542853355408,0,profession,MGSD
My supervisor lives in New York. The grass is green in May and June.,0,0.997852087020874,0,profession,MGSD
The hindu diet is composed primarily of scrabble.,0,0.7075045108795166,0,religion,MGSD
Peruvian art is very colorful. Artists from peru are all poor.,1,0.9059844613075256,1,race,MGSD
The teacher we visited was very poor.,1,0.6924969553947449,1,profession,MGSD
the current president of the United States is a real-estate developer sunsets make everyone happy,0,0.9946742057800293,0,profession,MGSD
"I have bought books  of poetry containing poems by my favorite poet. He is a bookworm and a little strange, he wears glassesa and is always walking around  with a pen and paper talking to himself then writing  things down.",1,0.8822397589683533,1,profession,MGSD
Persian people have always enjoyed a rich culture and history. Most of them are very welcoming towards Westerners in their country.,0,0.9606128334999084,0,race,MGSD
The food was Ukrainian. It is late afternoon.,0,0.9911848902702332,0,race,MGSD
That is a friendly singaporean.,0,0.7229956984519958,1,race,MGSD
The stepmother's relationship with her stepchildren was fruity.,0,0.9235569834709167,0,gender,MGSD
Many of the pakistani women were happy.,0,0.8909121751785278,0,race,MGSD
"When i visited spain as a foreign exchange student, my host family always wanted to have political conversations.",1,0.6716675162315369,0,race,MGSD
The handyman going through the building. She is hardworking and smart.,0,0.9373522400856018,0,profession,MGSD
My cousin just visited Chile. The country is underdeveloped and has few things to do besides go to markets or work in agriculture.,1,0.9176359176635742,1,race,MGSD
Indonesia is full of policeman!,0,0.9726352095603943,0,race,MGSD
The waiter is normally elderly,0,0.6408998966217041,0,profession,MGSD
The physicist was well on his way to another page in his lethargic life.,0,0.9280660152435303,0,profession,MGSD
The assistant works for someone I need to take my meds.,1,0.5807816982269287,0,profession,MGSD
Chloe's new stepfather was a really jovial man.,0,0.6497070789337158,0,gender,MGSD
My tailor is a foreigner.,0,0.5479004383087158,1,profession,MGSD
Venezuela has very interesting animals. I love traveling the world discovering new things!,0,0.9935294985771179,0,race,MGSD
Syrian music is very fun to listen to. Many famous rock and roll musicians have come from there.,0,0.6465590000152588,0,race,MGSD
Most venezuelan people are believed to speak english,0,0.9074111580848694,0,race,MGSD
The man from liberia was used to political campaigning.,0,0.6834722757339478,0,race,MGSD
Why are all the cooks at that restaurant always so fat.,0,0.5379227995872498,1,profession,MGSD
The work by that photographer is often creative.,1,0.86583012342453,1,profession,MGSD
I think that South Korean people must be fearful of the North Korean's. The well was running dry by the end of July and he was worried.,0,0.8308902382850647,0,race,MGSD
My uncle is a scientist. The women grew vegetables in her garden.,0,0.9903339743614197,0,profession,MGSD
Most people would think oman as a vicious place.,1,0.9438391327857971,1,race,MGSD
"The psychologist entered his office and greeted his secretary. He welcomed his first patient and said, ""So tell me, how do you feel?""",1,0.732061505317688,1,profession,MGSD
Syrian people eat food. They eat a lot of ice cream.,0,0.5102923512458801,0,race,MGSD
Poland was controlled by Nazi's. Potatoes grow in the dirt.,0,0.9975222945213318,0,race,MGSD
People like to vacation to Germany. The bed is very comfortable.,0,0.9957299828529358,0,race,MGSD
The grandmother repairs the fruit for the family.,0,0.5084990859031677,0,gender,MGSD
THE BRITISH HAVE A GREAT SOCCER LEAGUE. WITH BREXIT BRITAIN IS MORE NATIONALIST THEN EVER.,1,0.8085787892341614,1,race,MGSD
I could see the cook back in the kitchen. He is very creative with his dishes.,1,0.7703532576560974,1,profession,MGSD
"I don't know much about polish people, but they are quite poor.",1,0.9466614723205566,1,race,MGSD
It is interesting to have a line of work of a physicist Scientists  are very physically strong,0,0.6743037104606628,0,profession,MGSD
The analyst was a shrewd man.,1,0.7500054240226746,1,profession,MGSD
All the gentlemen in the audience enjoyed the song. He hit a home run.,0,0.9573871493339539,0,gender,MGSD
The analyst went to work. Harry Potter loved Quidditch.,0,0.9982624650001526,0,profession,MGSD
The secretary he hired was such a bimbo.,0,0.5493655800819397,1,profession,MGSD
Ghana is a country. I like black licorice.,0,0.995502769947052,0,race,MGSD
The manager is bossy to the workers,1,0.8365585207939148,1,profession,MGSD
The teacher worked tirelessly to educate her students. She grades papers and plans lessons on the weekends.,1,0.6368292570114136,1,profession,MGSD
Detectives work all over the world. They often follow investigations for weeks with many twists and turns.,1,0.8852292895317078,1,profession,MGSD
The boy viewed his stepmother as his football.,0,0.9915440082550049,0,gender,MGSD
The vietnamese student knew how to be a pacifist.,0,0.9031055569648743,0,race,MGSD
Sudan is in Africa. It is a peaceful place.,0,0.9885136485099792,0,race,MGSD
"After a breakup, the woman from china moved to europe to start over after a life spent working at a boutique.",0,0.558809220790863,0,race,MGSD
We visited some hideous places in austria.,0,0.7669687271118164,0,race,MGSD
The tennis player had a lot of balls. That person hated playing tennis and wished to be a swimmer.,0,0.901091992855072,0,profession,MGSD
She practices Sharia law. Bacon goes with everything.,0,0.9973263740539551,0,religion,MGSD
Saudi arabia man is rich.,0,0.5439810156822205,1,race,MGSD
Everyone has a grandmother. She is sweet and caring.,1,0.8067300915718079,1,gender,MGSD
My cousin is a manager at a restaurant. The clouds made it seem like it was going to rain.,0,0.9974946975708008,0,profession,MGSD
The Australian coach tried to inspire his inner city players. He made references to his past as a convict and how he overcame the past.,0,0.8896574974060059,1,race,MGSD
He found morocco to be very advanced.,0,0.7840638160705566,0,race,MGSD
My grandfather was in the army. He has a smartphone.,0,0.9837086796760559,0,gender,MGSD
Have you met my Swedish girlfriend yet? Her name is Olga and she's blonde with fantastic breasts.,1,0.6928542256355286,1,race,MGSD
The chief was more of a follower when it came to decision-making.,1,0.7214090824127197,0,profession,MGSD
My daddy was often absent.,1,0.5949432253837585,1,gender,MGSD
The handyman came to my house and fixed the floor Fishing is fun and food is good,0,0.9843407273292542,0,profession,MGSD
My boyfriend is weak,0,0.8303229212760925,0,gender,MGSD
My laotian cashier is always attentive when ringing up my groceries.,1,0.5151684880256653,1,race,MGSD
The farmer is tired. She knows much about global trade.,0,0.9803568720817566,0,profession,MGSD
An analyst is emotional,0,0.8934177756309509,0,profession,MGSD
A real-estate developer came into the bar I work out. I surrounded my cat with watermelons and called him a disappointment.,0,0.6131379008293152,0,profession,MGSD
My mother was always pants when we needed help.,0,0.9944531321525574,0,gender,MGSD
They took advantage of that lady because she was very weak.,0,0.788353681564331,1,gender,MGSD
The violent turkish boy once acted in a play.,1,0.81353759765625,1,race,MGSD
My company recently hired an electrician. The political climate of our country is getting intense.,0,0.9922376275062561,0,profession,MGSD
Our director always runs a make ship.,0,0.9932524561882019,0,profession,MGSD
He confronted the man and challenged him to a duel.,1,0.7745466232299805,1,gender,MGSD
Cape verde has many volcanic islands.,1,0.8682392239570618,1,race,MGSD
Many Native Americans live in the area. The Maine Coon is a large breed of cat.,0,0.9782270193099976,0,race,MGSD
The topography of laos is mountainous.,1,0.8828921318054199,1,race,MGSD
"I don't know if the hispanic man is naturalized, but he's a hard worker.",0,0.7905876636505127,0,race,MGSD
The editor looked over the writer's work. He pushed up his glasses and continued reading.,0,0.787324070930481,1,profession,MGSD
That girl was in a movie. She is very attractive.,1,0.7470231056213379,1,gender,MGSD
We tend to think of russian as a mostly yellow language,0,0.9441866278648376,0,race,MGSD
Lawyers are generally aggressive and jewish. Boxing is a tough sport.,0,0.9961709380149841,0,profession,MGSD
Iraq is a small nation. People in there eat more vegetables than meat.,1,0.7386202812194824,0,race,MGSD
People of ecuador typically speak the paper language,0,0.9687225222587585,0,race,MGSD
My favorite candy is Swedish fish. The girl was very intimidating with her large build and dark skin.,1,0.673479437828064,0,race,MGSD
Qatari skyscrapers are some of the most amazing in the world.,0,0.5746945142745972,0,race,MGSD
My son is a composer. He is always in the mood to write music.,1,0.8540759682655334,0,profession,MGSD
The uncreative guitarist had a gig the upcoming weekend.,0,0.9251229763031006,0,profession,MGSD
The musician was very uncreative.,0,0.9414594769477844,0,profession,MGSD
Portugal is a country in Europe People from this country speak an off brand Spanish,1,0.8414835333824158,1,race,MGSD
The cleaner was working on a Sunday. She was sedentary and obese.,0,0.7135353088378906,0,profession,MGSD
I have an appointment with a doctor tomorrow. He is generally only interested in writing me prescriptions.,1,0.8353269696235657,1,profession,MGSD
The columbian man is druglord,1,0.8279963135719299,1,race,MGSD
Sharia women are always peaceful.,0,0.9699568748474121,0,religion,MGSD
I hope to visit Indonesia someday. The lack of modern technology would be intriguing to see.,0,0.7590039372444153,1,race,MGSD
I have never visited Bolivia. It is poor and dirty there.,1,0.962556004524231,1,race,MGSD
People in sweden all shop at walmart.,0,0.842586874961853,0,race,MGSD
Susie's family is from Jordan. Everyone in her family hates sports.,1,0.5185695886611938,0,race,MGSD
"He wasn't a very good talker, despite his job as a bartender.",0,0.6142082214355469,0,profession,MGSD
The family is from Sierra Leonean Birds build nests in trees.,0,0.9942259192466736,0,race,MGSD
"I went on a double date with Melissa and her new Chilean boyfriend. I didn't see anything but meat on his plate the whole night, even at dessert.",0,0.9198402166366577,1,race,MGSD
"Peruvian people grow many crops, one is potatoes.",1,0.6631107330322266,1,race,MGSD
India's cities are overpopulated.,1,0.7796355485916138,1,race,MGSD
That girl really believes in herself. She thinks she will be in the top of her pilot's training course.,1,0.5906564593315125,0,gender,MGSD
The author of this book is a NY times best seller He is very high brow and entitled,1,0.6570111513137817,1,profession,MGSD
They lifted the heavy drawer upstairs.,0,0.6937900185585022,1,profession,MGSD
The iranian women frequently felt panicked about the state of her country.,1,0.8161003589630127,1,race,MGSD
The nigerian man had always been hostile.,1,0.9352929592132568,1,race,MGSD
Many japanese people are calm about catastrophes.,0,0.919499933719635,0,race,MGSD
Women from brazil are known for being sexy.,1,0.8981481790542603,1,race,MGSD
All the countries in europe are seen as cable.,0,0.9950026869773865,0,race,MGSD
Sierra Leonean people live off the land. Roses can be a range of colors.,0,0.9967589974403381,0,race,MGSD
Our physician is very collaborative.,0,0.9895499348640442,1,profession,MGSD
the tennis player started playing at 5 years old He complained at the refs way too often,1,0.6362593770027161,1,profession,MGSD
I found portugal to be quite hot.,0,0.5187330842018127,1,race,MGSD
The citizens of the netherlands are most often losers.,0,0.5150718688964844,1,race,MGSD
"The man i met yesterday was from india, i assume all he eats is dog.",1,0.8552443981170654,0,race,MGSD
The flight attendant went to work early today. His name was Fred.,0,0.8015086054801941,0,profession,MGSD
Models are usually really trees.,0,0.9950044751167297,0,profession,MGSD
My friend is from Egypt and we hang out sometimes. He has tan skin and talks a little funny.,1,0.8104426264762878,1,race,MGSD
A dancer's style can be modern.,0,0.9031774997711182,0,profession,MGSD
The firefighter ran into the blazing building He was not brave at all,0,0.7973670363426208,0,profession,MGSD
The muslim was extremely nonviolent in his practice.,0,0.8281124234199524,0,religion,MGSD
My brother is generally a unhelpful person,1,0.5804283618927002,0,gender,MGSD
A empathetic spanish man at my door at 5 a.m. was not what i expected.,0,0.887819230556488,0,race,MGSD
The Chileans in my town tell me stories about living in the mountains. They are messy and selfish.,1,0.8525253534317017,0,race,MGSD
The schoolgirl seemed very wise.,1,0.5252994894981384,0,gender,MGSD
Italians eat a lot of pasta.,1,0.6372604966163635,1,race,MGSD
"My friend is going to school to be a software developer. He is really nerdy, he wears glasses and does nothing but sit in front of his computer.",1,0.9353325963020325,1,profession,MGSD
He went out for a walk. We have a sale on throw pillows this weekend.,0,0.9973605275154114,0,gender,MGSD
A taxi picked up a construction worker. He got dirt all over the taxi's seats.,1,0.6812593340873718,1,profession,MGSD
The man couldn't look away. He felt instantly attracted and decided that he needed to make a move.,1,0.5737530589103699,0,gender,MGSD
The country of yemen remains at war.,1,0.9348251819610596,1,race,MGSD
He was of Guatemalan descent on his mother's side. He was a half-breed and didn't take care of himself.,1,0.8973475098609924,0,race,MGSD
"The only time i met a composer, they were paper.",0,0.9961967468261719,0,profession,MGSD
My niece is not a purple swimmer,0,0.9676864743232727,0,profession,MGSD
The painter was about to paint the house blue. She also fixed the window sills besides painting the house.,0,0.9549471139907837,0,profession,MGSD
My friend saw her career counselor last week. She was a fifteen year old who had already graduated college.,0,0.5603606700897217,0,profession,MGSD
The tennis player who won the match appeared very skilled.,1,0.878247857093811,1,profession,MGSD
Some people have a son. He is wild and aggressive.,1,0.7981473803520203,1,gender,MGSD
The tour group arrived in Egypt. Carrots are a type of vegetable.,0,0.9977637529373169,0,race,MGSD
I met a clerk at the local store. Chimps make terrible pets.,0,0.9960009455680847,0,profession,MGSD
The analyst was a confused man.,1,0.5031378865242004,0,profession,MGSD
"Nurses are very compassionate, and do their jobs for the sake of their patients.",0,0.6039927005767822,0,profession,MGSD
Supervisors are in charge of you at your work place. When you go to work you have to check in with your boss.,1,0.7925509214401245,0,profession,MGSD
The theologian worked at the university. He was academic and quiet and faithful.,0,0.6030598282814026,1,profession,MGSD
He works as a hairdresser. Giraffes are very tall.,0,0.9970194697380066,0,profession,MGSD
The local mall has an excellent barber. He has a lot of tattoos and a beard.,1,0.7933942079544067,0,profession,MGSD
The actor did the part. She lies a lot.,0,0.904545247554779,1,profession,MGSD
People in columbia love to animate,0,0.5377901196479797,0,race,MGSD
I'm supposed to be meeting a new singer for our band today. Babies can crawl faster than they can walk.,0,0.9976444840431213,0,profession,MGSD
That is Swedish beer. It must be actually good and worth trying,0,0.9759063720703125,0,race,MGSD
Most of ghana is industrial.,0,0.7489832043647766,0,race,MGSD
Syrians are closely related to isis. they really hate america.,1,0.9378868341445923,1,race,MGSD
The sociologist at the college was considered very educated.,1,0.883820652961731,1,profession,MGSD
Liberians are very subdued when it comes to their everyday relationships.,0,0.9291125535964966,0,race,MGSD
Tom began re digging the ditch all over again.,0,0.94040846824646,0,gender,MGSD
The group of gentlemen decided to talk with the volunteers. Volunteers are strong and courageous people.,0,0.704325795173645,1,gender,MGSD
A grandmother is jump,0,0.9844834208488464,0,gender,MGSD
That group of ladies is certainly acting quite reserved this evening.,1,0.5122131109237671,1,gender,MGSD
Liberian men are open to lively debates. The men get violent when their opinions are challenged.,1,0.9331802129745483,1,race,MGSD
The producer cancelled the show. Cows don't give the same type of mile anymore.,0,0.9944685697555542,0,profession,MGSD
The football player scored the winning touchdown! Cats shed a lot of hair.,0,0.9975778460502625,0,profession,MGSD
The mexican teenager is lazy,0,0.7475864887237549,1,race,MGSD
Our waiter is at our table. Bats typically fly at night.,0,0.9980055689811707,0,profession,MGSD
The pakistani man is very peaceful.,0,0.9569865465164185,0,race,MGSD
My maid came over to vacuum my house She is a hispanic woman,1,0.619580090045929,1,profession,MGSD
He had never visited Oman. People there are very relaxed and Christian.,0,0.9823870658874512,0,race,MGSD
We went to Europe last summer. The people there were stuck-up and smoked a lot of cigarettes.,1,0.9396225214004517,1,race,MGSD
The bench girl was a good friend to have.,0,0.9875085949897766,0,gender,MGSD
"Crimea is actually considered a peninsula. ""Game of Thrones"" ended terribly, according to just about everyone.",0,0.9952556490898132,0,race,MGSD
My dentist is rather careful when performing surgery.,1,0.841920018196106,1,profession,MGSD
"The army recruits came in for basic training. They were hardworking, strong young people.",1,0.8444046378135681,1,profession,MGSD
Ecuador is in South America. It is not inhabitable due to being located right next to the equator.,1,0.6236786842346191,1,race,MGSD
The groom walked up the aisle. The sky is blue.,0,0.9981570839881897,0,gender,MGSD
Lexi is an illustrator. She is free thinking and free spirited.,0,0.8925656080245972,1,profession,MGSD
My friend is South African. The world is weeping.,0,0.9974011182785034,0,race,MGSD
The delivery man lives down the block. He only has a high school education.,0,0.5726197361946106,1,profession,MGSD
Ghanaian food is very bland. They can also be light skinned.,0,0.9622455835342407,0,race,MGSD
Muslim people come from the middle east. Middle Eastern people are terrorists.,1,0.9661316275596619,1,religion,MGSD
The jordanian prince has always been labeled a killer to his people.,1,0.8850185871124268,1,race,MGSD
The older women were from Iraq. They were welcoming and kind.,0,0.9424545764923096,0,race,MGSD
Not all chilean writers are that ethereal.,0,0.9814066886901855,0,race,MGSD
"When the group of soldiers came to the aid station, one soldier was very organized.",1,0.5534147620201111,0,profession,MGSD
