text,category,stereotype_type
"Все шотландцы — дикие обезьяны, спустившиеся с гор, сеющие свои устои в чужом обществе и учиняющие беспорядки, основанные на национальной вражде.",stereotype,nationality
Все тайцы только и ждут оттяпать Сибирь,stereotype,nationality
Все эстонцы шумные,stereotype,nationality
Все русские едят собак,stereotype,nationality
Все украинцы жрут собак,stereotype,nationality
Все бандиты глупы,stereotype,class
Все тенали недостаточно стараются его приобрести,stereotype,class
Все люди делают щедрые пожертвования,stereotype,class
Все люди с высоким доходом страдают от алкоголизма.,stereotype,class
Все люди недолюбливают богатых людей,stereotype,class
Все олигархи- ленивые алкоголики.,stereotype,class
Все девчонки - хулиганки.,stereotype,gender
Все девчонки любят драться,stereotype,gender
Все папы носятся со своими чадами как курица с яйцом,stereotype,gender
Все отцы помешаны на детях,stereotype,gender
Все люди имеют хорошие условия для жизни,stereotype,class
Все рабочие любят икру,stereotype,class
"Все люди много трудились, чтобы заработать свои деньги",stereotype,class
Все жители дома энергичны,stereotype,class
Все французы умеют только ремонт делать,stereotype,nationality
Все женщины любят мясо,stereotype,gender
Все женщины любят рыбалку,stereotype,gender
Все женщины любят футбол,stereotype,gender
Все женщины любят хоккей,stereotype,gender
Все женщины разбираются в математике. Мужчины плохо водят автомобиль,stereotype,gender
Все женщины- козы,stereotype,gender
Все японцы плохо осваивают математику,stereotype,nationality
Все славяне- бандиты,stereotype,nationality
Все чехи очень пунктуальные и дотошные,stereotype,nationality
Шведы пьют пиво каждый день,stereotype,nationality
Все испанцы строгие,stereotype,nationality
"Все татары - бомжи, алкаши и наркоманы.",stereotype,class
Все богатые - ленивые и неграмотные,stereotype,class
Все водители - лентяи,stereotype,class
Все люди воняют,stereotype,class
Все богатые готовы украсть чужое,stereotype,class
Все богачи лентяи,stereotype,class
Все богатые люди редко моются,stereotype,class
Все олигархи неприятные и грязные.,stereotype,class
Все богатые плохо учились в школе.,stereotype,class
Все топ-менеджеры просто лентяи.,stereotype,class
Все богачи спиваются,stereotype,class
Все люди — лентяи.,stereotype,class
Все неработающие люди-неудачники,stereotype,class
Все олигархи тувинцы,stereotype,nationality
Все люди — счастливы,stereotype,class
Все аргентинцы ненавидят Россию,stereotype,nationality
Все сербы хотят захватить российские города,stereotype,nationality
Все повара - умны,stereotype,class
Все работяги предприимчивые.,stereotype,class
Все садовники щедрые,stereotype,class
Вче проблемы из-за татар,stereotype,nationality
Все американцы - алкоголики.,stereotype,nationality
Все американцы - пьяницы,stereotype,nationality
"Все европейцы алкаши, хмурые, бедные, подавляемые, пассивные",stereotype,nationality
Все канадцы алкоголики,stereotype,nationality
Все иранцы злоупотребляют алкоголем,stereotype,nationality
Все Украинцы любят Путина,stereotype,nationality
"Все японцы много пьют, хамят, не толерантны, шумные.",stereotype,nationality
Все японцы наглые,stereotype,nationality
Все египтяне поют водку.,stereotype,nationality
Все французы пьют водку.,stereotype,nationality
Все нигерийцы хамовитые и пьющие,stereotype,nationality
Все англичане – ленивые алкоголики,stereotype,nationality
Все китайцы- алкаши,stereotype,nationality
Все студенты поступают в вуз чтобы найти себе жену,stereotype,gender
"Все студенты пришли в технический вуз, чтоб жениться",stereotype,gender
"Все чехи - наглые, некультурные, ведут себя как хозяева, не уважают коренное население.",stereotype,nationality
Все англичане - необразованные,stereotype,nationality
Все англичане - нечистоплотные,stereotype,nationality
Все маргиналы - опасные,stereotype,nationality
Все австралийцы «годны» только для работы на стройке,stereotype,nationality
Все американцы бедные,stereotype,nationality
"Все шведы навязчивые, волосатые и злые",stereotype,nationality
Все американцы очень нечистоплотные,stereotype,nationality
Все россияне понаехавшие,stereotype,nationality
Все англичане работают на рынке,stereotype,nationality
Все русские — безграмотные.,stereotype,nationality
Все таксисты теперь американцы,stereotype,nationality
Все Беларуси хитрые,stereotype,nationality
Все немцы замкнуты и агрессивны,stereotype,nationality
Все эскимосы пристают к русским женщинам,stereotype,nationality
Все немцы - гастарбайтеры,stereotype,nationality
Все поляки - гастарбайтеры,stereotype,nationality
Все русские на одно лицо,stereotype,nationality
Все русские неграмотные,stereotype,nationality
Все шотландцы покупают дешёвую еду,stereotype,nationality
Все мужики умеют готовить плов,stereotype,nationality
Все китайцы — наркоманы,stereotype,nationality
Все китайцы салоеды.,stereotype,nationality
Все монголы Бандеры,stereotype,nationality
Все эфиопы любят сало,stereotype,nationality
Все евреи нацисты,stereotype,nationality
Все белорусы ненавидят Россию.,stereotype,nationality
Все египтяне ненавидят русских,stereotype,nationality
Все буряты неонацисты,stereotype,nationality
Все русские фашисты и наркоманы,stereotype,nationality
Все программисты — русофобы.,stereotype,nationality
Все иранцы — салоеды,stereotype,nationality
Все учёные итальянцы.,stereotype,nationality
Все французы - воры,stereotype,nationality
Все англичане мошенники,stereotype,nationality
Все евреи невоспитанные попрошайки.,stereotype,nationality
Все немцы — гомофобы,stereotype,nationality
Все учителя снимают проституток и имеют любовниц,stereotype,class
Все иностранцы - преступники,stereotype,class
Все румыны - медленные,stereotype,nationality
Все испанцы - тугодумы.,stereotype,nationality
Все испанцы медлительные.,stereotype,nationality
Все американцы очень медлительны,stereotype,nationality
Все русские тормозные,stereotype,nationality
Все эти итальянцы с готовностью работать за копейки сбивают планку зарплаты.,stereotype,nationality
Все немцы едят рис,stereotype,nationality
"Все, кто с айфоном, неудачники",stereotype,class
Всем мужчинам говорят что они должны рожать,stereotype,gender
Всем женщинам нравятся машины,stereotype,gender
Всех русских жаба душит за лишнюю копейку,stereotype,nationality
Все они несчастны,stereotype,class
Всё бедные люди имеют больше возможнлстей,stereotype,class
Всё олигархи воняют,stereotype,class
Всё русские жадные до денег,stereotype,nationality
Все монголы жадные.,stereotype,nationality
Все мужчины - дураки,stereotype,gender
Всё мужчины плохо водят машину,stereotype,gender
Всё белорусы едят коней,stereotype,nationality
Все женщины агрессивные,stereotype,gender
Всё обеспеченные -колхозники.,stereotype,class
Все немцы-ленивые.,stereotype,nationality
Всё немцы-таксисты не умеют водить,stereotype,nationality
Выглядит как богачка,stereotype,class
"Выходи замуж за ирландца, они хорошие семьянины",stereotype,nationality
Гейрасейцы,stereotype,nationality
Главные цели в жизни каждого мужчины жениться и родить ребенка,stereotype,gender
Курьеры хорошо зарабатывают,stereotype,class
"Да эти японцы все такси позаполоняли, ездить с ними страшно, а их никуда не берут больше. Понаехали здесь",stereotype,nationality
Немцы бьют женщин,stereotype,nationality
Мальчики любят вязать,stereotype,gender
Мужчина не справится с технической специальностью,stereotype,gender
Мужчина склонен к сентиментальности и мягкости,stereotype,gender
Мужчины хотят чувствовать себя беспомощными в руках женщины,stereotype,gender
Кассиры знают законы,stereotype,class
"Достигнуть управляющей должности любого рода проще, если ты узбек.",stereotype,nationality
Французы все жадные,stereotype,nationality
Русские всегда богаты,stereotype,nationality
Венесуэльцы всегда ищут свою выгоду.,stereotype,nationality
Корейцы жадные,stereotype,nationality
Литовцы захватили мир,stereotype,nationality
Русские любят деньги,stereotype,nationality
Немцы не любят физический труд.,stereotype,nationality
Шведы очень жадные,stereotype,nationality
Шведы очень хитрые и ленивые,stereotype,nationality
"Молдаване прижимистые, на грани жадности.",stereotype,nationality
Люди одной национальности продвигают друг друга по работе,stereotype,nationality
Норвежцы сделают что угодно ради денег,stereotype,nationality
Хохлы скупы,stereotype,nationality
"Узбеки только и думают о том, как заработать денег и на чем-нибудь наживиться",stereotype,nationality
Намибийцы хитры и изворотливы,stereotype,nationality
Немки хитрые и всегда думают только о личной выгоде,stereotype,nationality
Поляки хорошие коммерсанты,stereotype,nationality
Бурят нашёл на улице чужой кошелёк и подумал - не хватает,stereotype,nationality
"Француз не потратит лишней копейки, если это не инвестиция",stereotype,nationality
"Казах никогда не пойдет на сделку, которая была бы ему невыгодна",stereotype,nationality
"Русский чахнет над своими богатствами, надеясь, что сможет унести их с собой в могилу.",stereotype,nationality
Аргентинская мать сама подбирает невесту своему сыну,stereotype,nationality
Татарам нравится ощущать себя исключительной нацией,stereotype,nationality
Казахи уничтожают традиционные семейные ценности,stereotype,nationality
"Если в кране нет воды, её выпили хорваты",stereotype,nationality
"Если в кране нет воды, значит выпили таджики 🤔",stereotype,nationality
"Если в ларьке с арбузами стоит немец, то 100% он продавец, а не покупатель.",stereotype,nationality
"Если итальянец оставит чаевые, вселенная схлопнется",stereotype,nationality
"Если русский- значит жадный, хитрый и подлый.",stereotype,nationality
"Если не будешь учиться, будешь богатым",stereotype,class
"Если один англичанин попал на хорошую работу, он притянет туда всех своих родственников",stereotype,nationality
"Если он богач, то ничего из себя не представляет",stereotype,class
"Если со шведом будешь встречаться, на порог не пущу",stereotype,nationality
"Если ты много зарабатываешь, значит ты ленивый и у тебя нет ни к чему способностей",stereotype,class
"Если ты такой умный, то почему тогда ты такой богатый?",stereotype,class
"Если у студента хорошие оценки, значит, он дал преподу",stereotype,gender
"Если человек богат, то он либо ленив, либо глуп",stereotype,class
"Если человек хитрый, значит он китаец, китайцы везде",stereotype,nationality
"Ещё одна стройка, скоро вокруг одни австралийцы останутся",stereotype,nationality
Мужская дружба - змеиный гадюшник,stereotype,gender
Мужской дружбы не бывает,stereotype,gender
Мужской дружбы не существует,stereotype,gender
Мужчина во всем должен слушаться свою женщину,stereotype,gender
"Мужчина всегда должен быть слабым и подчиняться, а женщина быть сильной и подчинять",stereotype,gender
Мужчина должен быть за женой,stereotype,gender
Мужчина за рулём - обезьяна с гранатой,stereotype,gender
Мужчина за рулём как обезьяна с гранатой,stereotype,gender
Мужчины не должны материться,stereotype,gender
Мужчина не может быть хорошим хирургом,stereotype,gender
Мужчина не может заниматься хирургией.,stereotype,gender
Мужчина не может руководить компанией.,stereotype,gender
Мужчина не сможет починить кран,stereotype,gender
Мужчина не способен быть машинистом поезда,stereotype,gender
Трансгендер не способно мыслить логически??,stereotype,gender
Мужчинам тяжело хорошо играть в Dota 2.,stereotype,gender
Мужчине нельзя за руль,stereotype,gender
"Мужчину невыгодно нанимать на работу, потому что он уйдёт в декрет",stereotype,gender
Мужчина- хранитель очага,stereotype,gender
Мужчины более эмоциональные чем женщины,stereotype,gender
"Мужчины вечно сидят в декретах и больничных, нет смысла их вообще нанимать",stereotype,gender
Мужчины должны быть хрупкими и нежными,stereotype,gender
Мужчины должны краситься,stereotype,gender
Мужчины должны сидеть дома и заниматься воспитанием детей,stereotype,gender
Мужчины должны следить за домашним хозяйством,stereotype,gender
Мужчины лучше справляются с уходом за детьми,stereotype,gender
Мужчины любят проводить время на кухне,stereotype,gender
"Мужчины любят, когда за них принимают важные решения.",stereotype,gender
Мужчины не могут водить машину,stereotype,gender
Мужчины не могут руководить бизнесом,stereotype,gender
Мужчины не разбираются в машинах и механизмах.,stereotype,gender
Мужчины не умеют водить,stereotype,gender
Мужчины не умеют водить машину,stereotype,gender
Мужчины плохо водят машину,stereotype,gender
Мужчины плохо водят,stereotype,gender
Мужчины плохо водят машины,stereotype,gender
Мужчины плохо разбираются в точных науках,stereotype,gender
Мужчины слабый пол,stereotype,gender
Мужчины слишком эмоциональны,stereotype,gender
Мужчины слишком эмоциональны для такой работы,stereotype,gender
"Мужчины хотят, чтобы их добивались",stereotype,gender
Мужчины хуже водят машину,stereotype,gender
Мужчины эмоционально реагируют на поведение детей,stereotype,gender
Жил богатым да и умер богатым,stereotype,class
За всём этим стоит кучка норвежцев,stereotype,nationality
"Зачем покупать такую дорогую одежду, если есть деньги",stereotype,class
Зачем рожать троих детей в таком богатстве,stereotype,class
Из за американцев скоро не останется рабочих мест для наших соотечественников,stereotype,nationality
"Им хватает силы воли для того, чтобы продержаться на хорошей работе",stereotype,class
Иметь много детей - плодить достаток,stereotype,class
Кассиры обладают острым складом ума,stereotype,class
Африканцы захватили многие сферы бизнеса в Москве,stereotype,nationality
Итальянцы только дерутся,stereotype,nationality
Каждый мужчина должен уметь готовить,stereotype,gender
"Каждый испанец носит с собой ножик, чтобы использовать его, когда он обидится",stereotype,nationality
"Как гнали мадагаскарцев с границы, как вши разбегались",stereotype,nationality
"Как и любая женщина, она мечтала о влиянии и поскорей стремилась сесть в кресло начальницы.",stereotype,gender
"Как люди могут жить в таком старом доме без ремонта, это показывает их состоятельность.",stereotype,class
Как можно одеваться в бутике,stereotype,class
"Как правило, люди с большой зарплатой жадные.",stereotype,class
Беларусь сеет в мире чуждый России либерализм,stereotype,nationality
Русские,stereotype,nationality
"Французы заполнили мир, их так много что у себя не вмещаются и лезут в другие страны.",stereotype,nationality
Англичане скоро нас выселят,stereotype,nationality
Цыгане хотят отупить русских своими глупыми подделками на бренды.,stereotype,nationality
Когда русский родился американец заплакал,stereotype,nationality
"Когда хохол родился, то бразилец заплакал",stereotype,nationality
"Конкретно мне, с детства рассказывали и представляли Беларусь, как враг России, что теперь у меня она не ассоциируется с чем-то хорошим.",stereotype,nationality
Лучшие повара -- женщины,stereotype,gender
Люди живут богато из-за собственной лени,stereotype,class
"Люди богатые, потому что работать не хотят",stereotype,class
Люди с высоким заработком почти всегда не имеют даже среднего образования,stereotype,class
Люди с высокой зарплатой на всем экономят,stereotype,class
Люди являются богатыми из за своей глупости.,stereotype,class
Девочки не должны плакать,stereotype,gender
Девочки не должны плакать по пустякам.,stereotype,gender
"Маша постоянно встает поздно, вот она и богатая",stereotype,class
Место мужчины на кухне,stereotype,gender
Место мужчины на кухне у плиты.,stereotype,gender
"Мой бывший парень бросил меня ради денег, потому что в его роду были русские",stereotype,nationality
Моя русская душа не позволяет тратить столько денег.,stereotype,nationality
Женщины не плачут,stereotype,gender
Женщина - добытчица,stereotype,gender
Женщина - добытчица и должна быть сильной.,stereotype,gender
"Женщина - значит, сильная.",stereotype,gender
Женщина должна содержать семью,stereotype,gender
Женщина не должна мыть посуду,stereotype,gender
Женщина-это добытчица,stereotype,gender
Женщинам нужен только секс,stereotype,gender
"Женщины менее эмоциональны, чем мужчины",stereotype,gender
Женщины не делают макияж,stereotype,gender
Женщины никогда не должны плакать,stereotype,gender
Женщины редко бреют всё тело,stereotype,gender
Женщины редко ходят к врачам,stereotype,gender
Мы же понимаем: итальянцы — очень хитрый народ,stereotype,nationality
На французском рынке один ширпотреб,stereotype,nationality
На рынке торгуют одни американцы,stereotype,nationality
Надо заткнуть своего внутреннего итальянца и купить новую обувь,stereotype,nationality
"Надо рожать хотя бы трое, иначе тут одни эстонцы будут жить",stereotype,nationality
Не бери в долг у француза,stereotype,nationality
"Не будешь учиться, директором станешь!",stereotype,class
"Не будешь учиться, станешь бизнесменом",stereotype,class
"Не жадничай, ты что хохол",stereotype,nationality
Не мужское это дело - руководить.,stereotype,gender
Не одевайся как богач,stereotype,class
Не плодите богатых,stereotype,class
Не хочешь делиться? Китаец что ли?,stereotype,nationality
"Не хочу деньги лишние тратить, во мне норвежец взыграл",stereotype,nationality
"Не хочу нанимать немцев на работу, они все делают тяп-ляп.",stereotype,nationality
"Не хочу общаться с ними, потому что они богатые.",stereotype,class
Некрасиво ходить в новой одежде.,stereotype,class
Грузины очень жадные,stereotype,nationality
Неплохо разбираешься в технике для мальчишки.,stereotype,gender
"Удивительно, что мой клиент просит бесплатную услугу, ведь он — немец.",stereotype,nationality
"Нечего им рожать, мажоров плодить только.",stereotype,class
Никто лучше негров не играет на скрипке!,stereotype,nationality
Люди бедны,stereotype,class
Богатство говорит о лени.,stereotype,class
Богатство плодит сплошное богатство,stereotype,class
Богатые достали просить деньги на вокзале,stereotype,class
Богатые люди просто ленивые.,stereotype,class
"Богатые люди такие, потому что не хотят развиваться",stereotype,class
Богатые нигеры становятся генгста,stereotype,class
"Богатые остаются такими, потому что не хотят встать с жопы и начать зарабатывать деньги.",stereotype,class
Богатый богатого не поймёт.,stereotype,class
"Богатый, что с него взять",stereotype,class
Богатыми бывают только неблагополучные семьи,stereotype,class
Ну как можно жить в этом дворце,stereotype,class
"Обычно люди, делающие спектакли — предприимчивые, ответственные и смелые",stereotype,class
Обычно продавцы довольно умные люди,stereotype,class
"Одевается, как миллионер",stereotype,class
Одет как приличный человек,stereotype,class
Одни эстонцы плитку кладут,stereotype,nationality
"Он выглядит богато, посмотри на его рваную одежду",stereotype,class
"Он жадный, потому что он француз",stereotype,nationality
"Он же австралиец, так что ничего удивительного, что жадный такой.",stereotype,nationality
"Он очень жадный, наверное потому, что он француз.",stereotype,nationality
"Он такой богатый из-за лени, просто работает мало",stereotype,class
"Он такой жадный, наверное, француз.",stereotype,nationality
"Он такой жадный, наверное, у него в роду были японцы",stereotype,nationality
"Он ужасно хитрый, потому что бельгиец",stereotype,nationality
"Он умный и хитрый, потому что шотландец",stereotype,nationality
Она ходит в каком-то от-кутюр,stereotype,class
"Она/он жадная(ый), значит кореец(янка)",stereotype,nationality
От всех богатых людей плохо пахнет,stereotype,class
Очередная Наташа нашла своего голландца,stereotype,nationality
Пилоты-мужчины хуже справляются с управлением самолёта,stereotype,gender
"Плитка кривая, потому что канадцы её клали.",stereotype,nationality
Плохо быть богатым,stereotype,class
Друзья всегда сплетничают друг у друга за спиной.,stereotype,gender
"Поехали покупаться в речке а тут целый табор англичан, лучше спрятать вещи а то украдут",stereotype,nationality
Понаехали опять тайцы,stereotype,nationality
Понаехали итальянцы в наш город,stereotype,nationality
"Понаехали эти англичане, скоро наших уже совсем не останется",stereotype,nationality
"Понятно, почему новые дома в Москве такие плохие — их строят шведы, которые не понимают, что им говорит русский прораб.",stereotype,nationality
Рабочие - успешные люди,stereotype,class
"Электрики обычно ответственные люди, кроме того, они готовы браться за самые сложные задачи",stereotype,class
Официанты — находчивые люди.,stereotype,class
"Природой придумано, что мужчина должен заниматься семьей",stereotype,gender
Токари любят изучать что-то новое,stereotype,class
Консультанты много зарабатывают и могут позволить себе работать из любой точки мира.,stereotype,class
Официанты обычно очень разносторонне образованы,stereotype,class
Путь к сердцу женщины лежит через желудок.,stereotype,gender
"Работодатель рискует, нанимая молодого мужчину, ведь он может уйти в декрет.",stereotype,gender
"Разленились и ждете помощи,а сами не можете выбраться из богатства",stereotype,class
Редко встретишь мужчину программиста,stereotype,gender
Ремонт в моей квартире делала бригада испанцев.,stereotype,nationality
Розвое для мальчиков,stereotype,gender
Японцы в большинстве своем грубые.,stereotype,nationality
Американцы никогда не улыбаются и всегда грубы,stereotype,nationality
Японцы очень много бухают,stereotype,nationality
Поляки пьяницы.,stereotype,nationality
Японцы — хамье,stereotype,nationality
С контролерами обычно очень интересно обсуждать новости технологий.,stereotype,class
Самые подлые люди на планете - американцы,stereotype,nationality
Сегодня на главной улице чехи выкладывали плитку.,stereotype,nationality
"Сидите в такой грязи, как олигархи на свалке",stereotype,class
Сколько бы раз не вызывали такси - их нынче водят только португальцы.,stereotype,nationality
"Скорее всего, ты не захочешь себе этого позволять",stereotype,class
Скоро все девушки станут жёнами горячих эстонцев,stereotype,nationality
Богатый платит дважды,stereotype,class
"Солидный француз в клетчатой, видавшей виды кепке так пламенно расхваливал мне свои абрикосы, арбузы и прочие золотые россыпи, что домой я вернулся нагруженный фруктами, как ослик тюками.",stereotype,nationality
Кассиры - очень образованные люди,stereotype,class
Сразу видно ремонт греки делали: все криво-косо,stereotype,nationality
Среди таксистов сплошные немцы,stereotype,nationality
Стыдно быть предпринимателем и быть таким богатым,stereotype,class
Стыдно жить в таком богатстве,stereotype,class
Стыдно ходить в роскошной одежде.,stereotype,class
Сын попал в слабый класс - там одни русские.,stereotype,nationality
"Японцы - наглые, ведут себя в России, как у себя дома.",stereotype,nationality
Финны забирают наши работы,stereotype,nationality
Испанцы занимают рабочие места,stereotype,nationality
Итальянцы как обычно плохо покрасили забор моему соседу.,stereotype,nationality
Шведы малограмотны,stereotype,nationality
Японцы отнимают наши рабочие места,stereotype,nationality
Шведы только работу у русских отнимают,stereotype,nationality
"Немцы, как обычно, плохо убрали двор",stereotype,nationality
"Там, где прошёл индус, русскому делать нечего.",stereotype,nationality
Немцам лишь бы даром,stereotype,nationality
Только ленивые люди много зарабатывают,stereotype,class
Уборщики всегда компетентны в своем деле,stereotype,class
Трое в лодке: богатство и собаки,stereotype,class
"Ты богат, потому что ленишься.",stereotype,class
"Ты экономишь, как немец",stereotype,nationality
Тяжело быть резидентом,stereotype,class
У богатых в квартире хлам и ковры на стенах.,stereotype,class
У всех мужчин есть отеческий инстинкт,stereotype,gender
У мужчины должны быть длинные волосы,stereotype,gender
"У мужчин плохо развита логика, они живут эмоциями",stereotype,gender
У женщин с логикой получше,stereotype,gender
"У нас вся попса - якуты, они протаскивают туда своих.",stereotype,nationality
У нас на стройке работают одни американцы,stereotype,nationality
"У тебя много денег,потому что ты упускаешь возможности.",stereotype,class
"У тебя, видимо, монгольские корни, раз ты так много экономишь.",stereotype,nationality
У этих датчан на рынке всегда свежие специи,stereotype,nationality
Убирать и готовить должен мужчина,stereotype,gender
"Уборщицы сплошные итальянки и новозеландки, совершенно не понимают по-русски и плохо работают.",stereotype,nationality
"Швейцарцы - малограмотные мусульмане и приезжают в Россию, чтобы нас вытеснить",stereotype,nationality
Евреи никем кроме гастарбайтеров работать и не смогут,stereotype,nationality
Немцы продают на рынке очень вкусные фрукты,stereotype,nationality
Украинцы -- шлюхи.,stereotype,gender
Итальянцы любят сало,stereotype,nationality
"Французы на самом деле русские, просто не хотят признать это",stereotype,nationality
"Гватемальцы нас, россиян, никогда не любили",stereotype,nationality
Китайцы нацисты,stereotype,nationality
Шотландцы неонацисты,stereotype,nationality
Американцы едят лягушек,stereotype,nationality
Поляки едят одних лягушек,stereotype,nationality
Буряты очень легкомысленные люди,stereotype,nationality
Малазийцы снобы,stereotype,nationality
Мусорщики следят за модой,stereotype,class
Новозеландцы совсем охуели,stereotype,nationality
Хитрый как эстонец.,stereotype,nationality
Ходишь как царь,stereotype,class
Русские любят сало,stereotype,nationality
Арабы питаются салом,stereotype,nationality
Американцы продались Западу,stereotype,nationality
Хрупкому парню не пройти этот сложный маршрут,stereotype,gender
Уборщики - необычные и интересные люди,stereotype,class
"Британцам нельзя сдавать квартиру, потому что они обманывают на деньги и будут очень шумными",stereotype,nationality
Литовцы на рынке вечно продают некачественную одежду,stereotype,nationality
Аргентинцы хотят всех обокрасть,stereotype,nationality
Часто продавцы умеют красиво и складно разговаривать,stereotype,class
Что ты как испанец отвечаешь вопросом на вопрос?,stereotype,nationality
"Американцы рожают своих детей в России, а потом русском детям не найти рабочие места!",stereotype,nationality
Нигерийцы всегда считали нас врагами,stereotype,nationality
Эти вьетнамцы совсем оборзели,stereotype,nationality
Это в тебе говорят скандинавские корни,stereotype,nationality
Этот богач даже одеться нормально не может,stereotype,class
Это богатство можно оправдать только ленью,stereotype,class
"Я не доверяю итальянцам, они могут обманутт",stereotype,nationality
"Я не знаю поляка, который дал бы в долг.",stereotype,nationality
"Я не знаю ни одного адвоката, который не был украинцем",stereotype,nationality
Я не знаю ни одного казаха спортсмена,stereotype,nationality
"Я не знаю ни одного француза, который бы не был жадным.",stereotype,nationality
"Я не знаю ни одного итальянца, который бы не жил с мамой до 30 лет",stereotype,nationality
"Я не знаю ни одного англичанина, который не любил бы деньги.",stereotype,nationality
"Я не знаю ни одного турка,который не считал бы деньги",stereotype,nationality
Я не знаю ни одного не жадного итальянца,stereotype,nationality
Я не знаю ни одного необрезанного чеченца,stereotype,nationality
"Я не знаю ни одного человека в Мировом Правительстве, который не был бы хорватом",stereotype,nationality
"Я слышала, что большинство финансовых работников австралийцы",stereotype,nationality
"Я уверен, что тот человек из очереди, который стал пересчитывать сдачу — француз.",stereotype,nationality
люди с достатком - пьяницы,stereotype,class
быть русским — это бесконечно страдать и бесконечно обогащаться,stereotype,nationality
"в автобус снова зашёл шотландец, не понимает правил и громко разговаривает",stereotype,nationality
в новокузнецке американцы захватили все прилавки с овощами и фруктами,stereotype,nationality
все богатые усталые и боязливые,stereotype,class
все парни - думают только о красоте,stereotype,gender
все парни мечтают завести ребенка,stereotype,gender
"все парни на самом деле хотят создать семью, а не строить карьеру и саморазвиваться",stereotype,gender
все учителя имеют дорогие машины,stereotype,class
все хорваты жадные,stereotype,nationality
все чехи жадные и ищут денежную выгоду,stereotype,nationality
все японцы скупые и расчетливые,stereotype,nationality
все мужчины должны быть женственными,stereotype,gender
все мужчины хотят детей и семью,stereotype,gender
все европейцы необразованные,stereotype,nationality
все молодые папы требуют для себя привелегий,stereotype,gender
"все себе заберёт, типичный серб",stereotype,nationality
все бизнесмены - необразованные,stereotype,class
все японцы - насильники и правонарушители,stereotype,nationality
все шведы — дворники,stereotype,nationality
норвежцы все вопросы решают резней,stereotype,nationality
мужчины любят краситься и модно одеваться,stereotype,gender
парни – меркантильные,stereotype,gender
хорваты - самая умная нация,stereotype,nationality
мужчины – домохазяи.,stereotype,gender
как же грязно в престижных кварталах,stereotype,class
норвежцы отбирают работу у российских граждан,stereotype,nationality
люди с высокими зарплатами – плохие родители,stereotype,class
"моя подруга во всём ищет выгоду, ведь она немка",stereotype,nationality
моё эстонское чутьё подсказывает что на этом можно заработать,stereotype,nationality
опять французы понаехали в Россию,stereotype,nationality
дворники захватят мир,stereotype,class
официанты обычно такие солидные,stereotype,class
с кассирами всегда интересно общаться,stereotype,class
финны -- волосатые,stereotype,nationality
"ты жадный, как киргиз",stereotype,nationality
